elapsed_sec,rss_mb
0.000,3980.5
0.000,3980.5
104.933,15383.0
105.132,15383.0
105.606,15383.0
105.923,15383.0
106.362,15383.0
106.465,15383.0
106.573,16293.2
106.681,17175.4
106.790,17175.5
106.898,17175.6
107.008,17175.6
107.118,17175.7
107.223,17175.7
107.332,17175.7
107.440,17175.7
107.550,17175.7
107.660,17175.8
107.763,17175.8
107.873,17175.8
107.975,17175.8
108.080,17175.8
108.190,17175.8
108.300,17175.8
108.405,17175.8
108.515,17175.8
108.623,17175.8
108.731,17175.8
108.841,17176.3
108.951,17176.3
109.252,17186.5
109.781,17281.7
109.892,17281.7
110.002,17281.7
110.106,17281.7
110.216,17281.7
110.326,17281.7
110.436,17281.7
110.540,17281.7
110.650,17281.7
110.777,17281.7
110.889,17281.7
110.998,17281.7
111.108,17281.7
111.215,17281.7
111.325,17281.7
111.434,17281.7
111.540,17281.7
111.650,17281.7
111.757,17281.7
111.861,17281.7
111.971,17281.7
112.073,17281.7
112.181,17281.7
112.291,17281.7
112.398,17281.7
112.506,17281.7
112.615,17281.7
112.720,17281.7
112.823,17281.7
112.931,17281.7
113.040,17281.7
113.150,17281.7
113.259,17281.7
113.369,17281.7
113.477,17281.7
113.581,17281.7
113.688,17281.7
113.790,17281.7
113.900,17281.7
114.010,17281.7
114.113,17281.7
114.223,17281.7
114.333,17281.7
114.440,17281.7
114.550,17281.7
114.660,17281.7
114.770,17281.7
114.880,17281.7
114.981,17281.7
115.091,17281.7
115.201,17281.7
115.308,17281.7
115.418,17281.7
115.521,17281.7
115.622,17281.7
115.732,17281.7
115.842,17281.7
115.952,17281.7
116.061,17281.7
116.176,17281.7
116.281,17281.7
116.382,17281.7
116.490,17281.7
116.600,17281.7
116.710,17281.7
116.815,17281.7
116.925,17281.7
117.054,17281.7
117.156,17281.7
117.266,17281.7
117.376,17281.7
117.481,17281.7
117.590,17281.7
117.696,17281.7
117.798,17281.7
117.930,17281.7
118.042,17281.7
118.152,17281.7
118.262,17281.7
118.371,17281.7
118.481,17281.7
118.591,17281.7
118.701,17281.7
118.807,17281.7
118.913,17281.7
119.023,17281.7
119.133,17281.7
119.240,17281.7
119.349,17281.7
119.460,17281.7
119.565,17281.7
119.675,17281.7
119.785,17281.7
119.890,17281.7
120.000,17281.7
120.110,17281.7
120.218,17281.7
120.328,17281.7
120.438,17281.7
120.548,17281.7
120.656,17281.7
120.766,17281.7
120.871,17281.7
120.981,17281.7
121.091,17281.7
121.195,17281.7
121.298,17281.7
121.429,17281.7
121.547,17281.7
121.672,17281.7
121.797,17281.7
121.913,17281.7
122.030,17281.7
122.155,17281.7
122.279,17281.7
122.404,17281.7
122.529,17281.7
122.654,17281.7
122.779,17281.7
122.916,17281.7
123.023,17281.7
123.133,17281.7
123.240,17281.7
123.350,17281.7
123.455,17281.7
123.555,17281.7
123.665,17281.7
123.773,17281.7
123.883,17281.7
123.988,17281.7
124.089,17281.7
124.198,17281.7
124.306,17281.7
124.445,17281.7
141.018,17281.7
141.463,17281.7
142.420,17281.7
142.530,17281.7
142.655,17281.7
142.780,17281.7
142.905,17281.7
143.030,17281.7
143.139,17281.7
143.248,17281.7
143.358,17281.7
143.468,17281.7
143.576,17281.7
143.683,17281.7
143.791,17281.7
143.904,17281.7
