locus_idx,n_transcripts,n_units,n_components,n_equiv_classes,ec_total_elements,max_ec_width,max_ec_depth,squarem_iterations,estep_threads_used,is_mega_locus,digamma_calls_per_estep,extract_us,bias_us,build_ec_us,warm_start_us,squarem_us,assign_us,total_us,squarem_time_s,total_time_s,em_fraction,hit_max_iters,converged
7902,1,6,2,1,12,2,6,2,1,False,2,38.465,0.15,0.891,0.137,2.68,1.079,43.402,2.68e-06,4.3402e-05,0.06174830652965301,False,True
6541,1,5,2,1,10,2,5,2,1,False,2,37.139,0.265,0.881,0.133,4.196,0.784,43.398,4.196e-06,4.3398e-05,0.09668648324807594,False,True
6499,1,3,2,1,6,2,3,2,1,False,2,38.158,0.101,0.616,0.115,3.568,0.837,43.395,3.568e-06,4.3395e-05,0.08222145408457195,False,True
7574,1,7,2,1,14,2,7,2,1,False,2,37.854,0.42,0.931,0.143,2.806,1.234,43.388,2.806e-06,4.3388e-05,0.06467225961095234,False,True
7108,1,10,2,1,20,2,10,2,1,False,2,35.938,0.571,1.483,0.18,3.851,1.361,43.384,3.851e-06,4.3384000000000003e-05,0.08876544348146782,False,True
7302,1,9,2,1,18,2,9,2,1,False,2,36.706,0.505,1.237,0.157,3.525,1.242,43.372,3.5249999999999997e-06,4.3372e-05,0.08127363275846168,False,True
7193,1,11,2,1,22,2,11,2,1,False,2,35.872,0.538,1.332,0.173,4.067,1.383,43.365,4.067e-06,4.3365e-05,0.09378531073446328,False,True
8324,1,3,2,1,6,2,3,2,1,False,2,39.766,0.082,0.578,0.154,2.185,0.596,43.361,2.1850000000000003e-06,4.3361e-05,0.05039090426881299,False,True
6181,1,17,2,1,34,2,17,2,1,False,2,32.655,0.908,2.235,0.235,5.161,2.126,43.32,5.160999999999999e-06,4.332e-05,0.11913665743305632,False,True
6812,1,12,2,1,24,2,12,2,1,False,2,34.912,0.648,1.778,0.191,4.272,1.504,43.305,4.272e-06,4.3305e-05,0.09864911673016974,False,True
8570,1,2,2,1,4,2,2,2,1,False,2,40.173,0.063,0.465,0.106,2.044,0.452,43.303,2.0440000000000003e-06,4.3302999999999995e-05,0.04720227235988269,False,True
7486,1,12,2,1,24,2,12,2,1,False,2,35.787,0.693,1.503,0.178,3.647,1.495,43.303,3.647e-06,4.3302999999999995e-05,0.08422049280650301,False,True
6622,1,6,2,1,12,2,6,2,1,False,2,37.836,0.29,1.022,0.151,2.831,1.172,43.302,2.831e-06,4.3302e-05,0.06537804258463813,False,True
6474,1,16,2,1,32,2,16,2,1,False,2,33.365,0.862,2.264,0.226,4.465,2.109,43.291,4.465e-06,4.3290999999999996e-05,0.10313922062322423,False,True
6930,1,14,2,1,28,2,14,2,1,False,2,34.071,0.809,1.729,0.197,4.725,1.749,43.28,4.725e-06,4.328e-05,0.1091728280961183,False,True
8212,1,4,2,1,8,2,4,2,1,False,2,39.227,0.113,0.674,0.123,2.502,0.639,43.278,2.502e-06,4.3278e-05,0.05781228337723554,False,True
7842,1,5,2,1,10,2,5,2,1,False,2,38.692,0.258,0.836,0.13,2.5,0.851,43.267,2.5e-06,4.3267000000000004e-05,0.0577807566967897,False,True
7948,1,1,2,1,2,2,1,2,1,False,2,40.29,0.041,0.295,0.107,2.157,0.376,43.266,2.157e-06,4.3265999999999995e-05,0.04985438912772154,False,True
7680,1,6,2,1,12,2,6,2,1,False,2,38.041,0.213,0.881,0.136,2.866,1.129,43.266,2.866e-06,4.3265999999999995e-05,0.06624139046826608,False,True
7295,1,9,2,1,18,2,9,2,1,False,2,36.633,0.509,1.214,0.157,3.496,1.248,43.257,3.496e-06,4.3256999999999996e-05,0.08081928936357122,False,True
7449,1,6,2,1,12,2,6,3,1,False,2,36.645,0.359,0.855,0.138,4.251,1.001,43.249,4.2510000000000005e-06,4.3249000000000006e-05,0.09829128997202248,False,True
8486,1,1,2,1,2,2,1,2,1,False,2,40.318,0.041,0.28,0.197,2.028,0.37,43.234,2.028e-06,4.3234e-05,0.046907526483785905,False,True
8548,1,1,2,1,2,2,1,2,1,False,2,40.454,0.044,0.281,0.101,1.992,0.358,43.23,1.992e-06,4.323e-05,0.04607911172796669,False,True
8098,1,4,2,1,8,2,4,2,1,False,2,38.892,0.11,0.649,0.161,2.374,1.043,43.229,2.374e-06,4.3229e-05,0.054916838233593196,False,True
6978,1,12,2,1,24,2,12,2,1,False,2,35.419,0.722,1.501,0.179,3.641,1.757,43.219,3.641e-06,4.3219e-05,0.08424535505217612,False,True
8152,1,3,2,1,6,2,3,2,1,False,2,39.34,0.186,0.582,0.112,2.266,0.733,43.219,2.266e-06,4.3219e-05,0.052430643929753114,False,True
8081,1,4,2,1,8,2,4,2,1,False,2,39.045,0.094,0.689,0.143,2.364,0.882,43.217,2.3639999999999997e-06,4.3216999999999996e-05,0.054700696485179445,False,True
7109,1,11,2,1,22,2,11,2,1,False,2,35.937,0.62,1.381,0.17,3.694,1.405,43.207,3.694e-06,4.3207e-05,0.08549540583701715,False,True
6882,1,12,2,1,24,2,12,2,1,False,2,34.891,0.659,1.637,0.188,4.327,1.493,43.195,4.327e-06,4.3195e-05,0.10017363120731566,False,True
7244,1,11,2,1,22,2,11,2,1,False,2,36.048,0.604,1.394,0.172,3.53,1.427,43.175,3.5299999999999997e-06,4.3175e-05,0.0817602779386219,False,True
7484,1,5,2,1,10,2,5,2,1,False,2,37.148,0.19,2.166,0.134,2.634,0.902,43.174,2.634e-06,4.3174e-05,0.061008940566081436,False,True
8026,1,5,2,1,10,2,5,2,1,False,2,38.56,0.266,0.826,0.133,2.54,0.847,43.172,2.5400000000000002e-06,4.3172e-05,0.058834429722968595,False,True
8046,1,6,2,1,12,2,6,2,1,False,2,38.283,0.192,0.91,0.137,2.711,0.924,43.157,2.711e-06,4.3156999999999994e-05,0.06281715596542856,False,True
8924,1,2,2,1,4,2,2,2,1,False,2,40.057,0.06,0.419,0.108,2.036,0.476,43.156,2.036e-06,4.3156e-05,0.04717768097135972,False,True
2724,1,68,2,1,136,2,68,1,1,False,2,15.884,3.15,9.077,0.566,6.405,8.071,43.153,6.4050000000000005e-06,4.3153e-05,0.1484253701944245,False,True
7094,1,12,2,1,24,2,12,2,1,False,2,35.145,0.575,1.519,0.176,4.156,1.58,43.151,4.156e-06,4.3151e-05,0.09631294755625593,False,True
7243,1,11,2,1,22,2,11,2,1,False,2,35.575,0.639,1.363,0.171,4.01,1.387,43.145,4.01e-06,4.3145e-05,0.09294240352300381,False,True
7750,1,6,2,1,12,2,6,2,1,False,2,37.928,0.356,0.907,0.137,2.93,0.867,43.125,2.9300000000000003e-06,4.3125e-05,0.06794202898550725,False,True
6688,1,4,2,1,8,2,4,2,1,False,2,33.167,0.11,0.661,0.12,8.117,0.935,43.11,8.117e-06,4.311e-05,0.1882857805613547,False,True
6412,1,16,2,1,32,2,16,2,1,False,2,32.933,0.83,2.03,0.222,5.028,2.044,43.087,5.028e-06,4.3087e-05,0.11669413048019123,False,True
7520,1,5,2,1,10,2,5,2,1,False,2,38.352,0.306,0.808,0.135,2.499,0.984,43.084,2.499e-06,4.3084e-05,0.05800297094048835,False,True
6318,1,6,2,1,12,2,6,2,1,False,2,37.741,0.324,0.96,0.152,2.84,1.063,43.08,2.84e-06,4.308e-05,0.06592386258124419,False,True
8124,1,3,2,1,6,2,3,2,1,False,2,39.099,0.245,0.594,0.112,2.254,0.774,43.078,2.254e-06,4.3078e-05,0.0523236919077023,False,True
7744,1,1,2,1,2,2,1,2,1,False,2,40.069,0.044,0.367,0.124,2.142,0.331,43.077,2.142e-06,4.3077e-05,0.049724911205515705,False,True
7112,1,14,2,1,28,2,14,2,1,False,2,34.339,0.758,1.814,0.192,4.104,1.864,43.071,4.104e-06,4.3070999999999995e-05,0.0952845301943303,False,True
7184,1,5,2,1,10,2,5,2,1,False,2,38.178,0.28,0.853,0.146,2.751,0.861,43.069,2.751e-06,4.3069000000000004e-05,0.06387424829924075,False,True
4600,1,4,2,1,8,2,4,2,1,False,2,38.325,0.258,0.915,0.172,2.61,0.784,43.064,2.61e-06,4.3064e-05,0.06060746795467211,False,True
7823,1,6,2,1,12,2,6,1,1,False,2,38.601,0.394,0.953,0.137,1.633,1.338,43.056,1.633e-06,4.3055999999999996e-05,0.03792735042735043,False,True
8343,1,2,2,1,4,2,2,2,1,False,2,39.801,0.188,0.425,0.108,2.007,0.512,43.041,2.007e-06,4.3041e-05,0.04662995748240051,False,True
7489,1,8,2,1,16,2,8,2,1,False,2,37.048,0.387,1.053,0.152,3.174,1.225,43.039,3.174e-06,4.3039e-05,0.07374706661400125,False,True
8031,1,5,2,1,10,2,5,2,1,False,2,38.563,0.127,0.816,0.13,2.564,0.823,43.023,2.564e-06,4.3023000000000005e-05,0.059596030030448825,False,True
6957,1,11,2,1,22,2,11,2,1,False,2,35.321,0.656,1.402,0.17,3.952,1.522,43.023,3.952e-06,4.3023000000000005e-05,0.09185784347906932,False,True
8544,1,1,2,1,2,2,1,2,1,False,2,40.28,0.043,0.281,0.104,1.999,0.307,43.014,1.9990000000000003e-06,4.3014000000000005e-05,0.04647324127028409,False,True
6645,1,6,2,1,12,2,6,2,1,False,2,37.915,0.265,0.897,0.136,2.735,1.066,43.014,2.735e-06,4.3014000000000005e-05,0.0635839494118194,False,True
8044,1,4,2,1,8,2,4,2,1,False,2,38.757,0.096,0.713,0.14,2.455,0.846,43.007,2.4550000000000002e-06,4.3007e-05,0.05708373055549097,False,True
8071,1,4,2,1,8,2,4,2,1,False,2,38.908,0.107,0.679,0.124,2.414,0.759,42.991,2.414e-06,4.2991e-05,0.05615128747877463,False,True
6807,1,12,2,1,24,2,12,2,1,False,2,35.303,0.685,1.531,0.179,3.71,1.583,42.991,3.71e-06,4.2991e-05,0.08629713195785164,False,True
7957,1,5,2,1,10,2,5,2,1,False,2,38.617,0.133,0.832,0.13,2.494,0.784,42.99,2.494e-06,4.299e-05,0.05801349150965341,False,True
8543,1,2,2,1,4,2,2,2,1,False,2,39.585,0.062,0.493,0.11,2.166,0.567,42.983,2.166e-06,4.2983e-05,0.0503920154479678,False,True
8983,1,1,2,1,2,2,1,2,1,False,2,40.185,0.042,0.28,0.107,2.032,0.328,42.974,2.032e-06,4.2974e-05,0.047284404523665474,False,True
5759,1,21,2,1,42,2,21,2,1,False,2,30.937,1.06,2.789,0.258,5.373,2.556,42.973,5.373e-06,4.2973e-05,0.12503199683522212,False,True
8221,1,3,2,1,6,2,3,2,1,False,2,39.267,0.077,0.595,0.115,2.203,0.711,42.968,2.203e-06,4.2968000000000006e-05,0.05127071308881027,False,True
8352,1,3,2,1,6,2,3,2,1,False,2,38.965,0.211,0.648,0.113,2.341,0.656,42.934,2.341e-06,4.2934e-05,0.05452555084548377,False,True
8428,1,2,2,1,4,2,2,2,1,False,2,39.596,0.061,0.474,0.136,2.084,0.554,42.905,2.084e-06,4.2905000000000003e-05,0.048572427456007455,False,True
7289,1,3,2,1,6,2,3,2,1,False,2,37.637,0.224,0.67,0.115,3.561,0.686,42.893,3.561e-06,4.2893e-05,0.08302053948196675,False,True
7560,1,7,2,1,14,2,7,2,1,False,2,37.031,0.392,0.965,0.147,3.132,1.211,42.878,3.1320000000000003e-06,4.2878e-05,0.07304445170017258,False,True
7995,1,4,2,1,8,2,4,2,1,False,2,38.829,0.098,0.691,0.124,2.439,0.685,42.866,2.439e-06,4.2866e-05,0.0568982410301871,False,True
8122,1,1,2,1,2,2,1,2,1,False,2,39.807,0.126,0.309,0.11,2.111,0.397,42.86,2.111e-06,4.286e-05,0.04925338310779282,False,True
8023,1,3,2,1,6,2,3,2,1,False,2,38.489,0.227,0.78,0.144,2.391,0.814,42.845,2.391e-06,4.2845e-05,0.055805811646633216,False,True
7974,1,4,2,1,8,2,4,2,1,False,2,38.721,0.097,0.73,0.122,2.332,0.841,42.843,2.332e-06,4.2843e-05,0.05443129566090142,False,True
7311,1,5,2,1,10,2,5,2,1,False,2,38.048,0.287,0.838,0.128,2.707,0.833,42.841,2.7069999999999997e-06,4.2841e-05,0.06318713382040568,False,True
8569,1,1,2,1,2,2,1,2,1,False,2,39.856,0.042,0.306,0.104,2.096,0.422,42.826,2.096e-06,4.2826e-05,0.048942231354784475,False,True
8198,1,3,2,1,6,2,3,2,1,False,2,39.154,0.201,0.584,0.115,2.172,0.593,42.819,2.172e-06,4.2819000000000005e-05,0.05072514537938765,False,True
7505,1,3,2,1,6,2,3,2,1,False,2,38.812,0.218,0.585,0.117,2.336,0.726,42.794,2.3359999999999997e-06,4.2794e-05,0.05458709164836192,False,True
7013,1,5,2,1,10,2,5,2,1,False,2,38.225,0.162,0.868,0.128,2.549,0.843,42.775,2.549e-06,4.2774999999999996e-05,0.059590882524839274,False,True
8194,1,2,2,1,4,2,2,2,1,False,2,39.482,0.114,0.426,0.108,2.119,0.523,42.772,2.1190000000000004e-06,4.2771999999999996e-05,0.04954175628916114,False,True
7370,1,5,2,1,10,2,5,2,1,False,2,37.938,0.313,0.881,0.134,2.623,0.878,42.767,2.623e-06,4.2767000000000006e-05,0.061332335679378965,False,True
7251,1,10,2,1,20,2,10,2,1,False,2,35.909,0.589,1.401,0.178,3.316,1.367,42.76,3.3159999999999997e-06,4.276e-05,0.07754911131898971,False,True
7753,1,1,2,1,2,2,1,2,1,False,2,39.527,0.05,0.573,0.107,2.142,0.345,42.744,2.142e-06,4.2744e-05,0.050112296462661424,False,True
6824,1,6,2,1,12,2,6,2,1,False,2,37.642,0.345,0.893,0.14,2.8,0.922,42.742,2.8e-06,4.2742e-05,0.06550933508024893,False,True
7018,1,8,2,1,16,2,8,2,1,False,2,36.662,0.49,1.143,0.17,3.019,1.251,42.735,3.0190000000000002e-06,4.2734999999999997e-05,0.07064467064467064,False,True
7517,1,10,2,1,20,2,10,2,1,False,2,35.636,0.554,1.431,0.186,3.435,1.493,42.735,3.435e-06,4.2734999999999997e-05,0.08037908037908038,False,True
8100,1,3,2,1,6,2,3,2,1,False,2,38.824,0.23,0.63,0.115,2.301,0.63,42.73,2.301e-06,4.273e-05,0.05384975427100398,False,True
6558,1,11,2,1,22,2,11,3,1,False,2,33.162,0.637,1.417,0.175,5.763,1.571,42.725,5.763e-06,4.2725e-05,0.13488589818607372,False,True
7745,2,2,3,2,5,3,1,2,1,False,3,37.886,0.097,0.936,0.166,2.967,0.673,42.725,2.967e-06,4.2725e-05,0.06944411936805149,False,True
8549,1,2,2,1,4,2,2,2,1,False,2,39.404,0.061,0.406,0.108,2.072,0.674,42.725,2.0720000000000002e-06,4.2725e-05,0.048496196606202455,False,True
7309,1,5,2,1,10,2,5,2,1,False,2,37.936,0.19,0.886,0.131,2.693,0.88,42.716,2.693e-06,4.2716e-05,0.06304429253675438,False,True
7955,1,6,2,1,12,2,6,2,1,False,2,37.745,0.361,0.884,0.139,2.676,0.907,42.712,2.6760000000000003e-06,4.2712e-05,0.06265218205656489,False,True
6557,1,14,2,1,28,2,14,2,1,False,2,33.599,0.761,1.754,0.19,4.582,1.819,42.705,4.5819999999999995e-06,4.2705e-05,0.10729422784217305,False,True
7422,1,7,2,1,14,2,7,2,1,False,2,36.788,0.34,0.99,0.143,3.414,1.003,42.678,3.4140000000000003e-06,4.2678e-05,0.07999437649374386,False,True
6986,1,11,2,1,22,2,11,2,1,False,2,34.923,0.619,1.615,0.183,3.866,1.47,42.676,3.866e-06,4.2676e-05,0.09058955853407068,False,True
6569,1,6,2,1,12,2,6,2,1,False,2,37.454,0.35,0.848,0.136,2.917,0.969,42.674,2.9169999999999998e-06,4.2674e-05,0.06835543890893753,False,True
5061,1,1,2,1,2,2,1,2,1,False,2,39.542,0.044,0.352,0.112,2.201,0.422,42.673,2.201e-06,4.2673e-05,0.051578281348862276,False,True
8104,1,3,2,1,6,2,3,2,1,False,2,38.927,0.095,0.614,0.117,2.265,0.641,42.659,2.265e-06,4.2659e-05,0.05309547809371997,False,True
371,1,73,2,1,146,2,73,2,1,False,2,6.514,3.721,10.38,0.621,13.055,8.358,42.649,1.3055e-05,4.2649e-05,0.3061033084011348,False,True
7562,1,10,2,1,20,2,10,2,1,False,2,35.851,0.587,1.389,0.164,3.367,1.288,42.646,3.367e-06,4.2646e-05,0.07895230502274539,False,True
7471,1,10,2,1,20,2,10,2,1,False,2,35.952,0.575,1.278,0.166,3.33,1.336,42.637,3.33e-06,4.2637e-05,0.07810117972652861,False,True
7595,1,2,2,1,4,2,2,2,1,False,2,36.535,0.061,0.421,0.109,4.831,0.672,42.629,4.831e-06,4.2628999999999995e-05,0.11332660864669593,False,True
7405,1,3,2,1,6,2,3,2,1,False,2,38.652,0.205,0.6,0.114,2.366,0.689,42.626,2.3660000000000003e-06,4.2625999999999995e-05,0.055506029184066066,False,True
7865,1,4,2,1,8,2,4,2,1,False,2,38.459,0.157,0.714,0.124,2.447,0.699,42.6,2.447e-06,4.26e-05,0.05744131455399061,False,True
6173,1,18,2,1,36,2,18,2,1,False,2,31.429,0.952,2.303,0.243,5.397,2.257,42.581,5.397e-06,4.2581000000000004e-05,0.12674667105046852,False,True
7416,1,9,2,1,18,2,9,2,1,False,2,35.838,0.546,1.212,0.16,3.622,1.19,42.568,3.622e-06,4.2567999999999996e-05,0.08508738958842323,False,True
7981,1,4,2,1,8,2,4,2,1,False,2,38.495,0.286,0.656,0.163,2.297,0.664,42.561,2.297e-06,4.2561e-05,0.05396959657902775,False,True
7247,1,10,2,1,20,2,10,2,1,False,2,35.795,0.592,1.288,0.18,3.39,1.304,42.549,3.39e-06,4.2549e-05,0.07967284777550589,False,True
7172,1,10,2,1,20,2,10,2,1,False,2,35.374,0.54,1.322,0.196,3.741,1.35,42.523,3.7410000000000003e-06,4.2523000000000006e-05,0.0879759189144698,False,True
7980,1,4,2,1,8,2,4,2,1,False,2,38.564,0.096,0.722,0.125,2.299,0.711,42.517,2.299e-06,4.2517e-05,0.05407248865159818,False,True
8220,1,2,2,1,4,2,2,2,1,False,2,39.075,0.133,0.483,0.109,1.998,0.71,42.508,1.998e-06,4.2508e-05,0.04700291709795803,False,True
8666,1,1,2,1,2,2,1,2,1,False,2,39.672,0.04,0.279,0.1,2.056,0.36,42.507,2.056e-06,4.2507e-05,0.048368504011104055,False,True
7810,1,1,2,1,2,2,1,2,1,False,2,39.696,0.042,0.277,0.105,2.018,0.357,42.495,2.018e-06,4.2495e-05,0.047487939757618544,False,True
4599,1,23,2,1,46,2,23,2,1,False,2,25.226,1.11,3.056,0.281,5.669,7.148,42.49,5.6689999999999994e-06,4.249e-05,0.13341962814779948,False,True
8887,1,1,2,1,2,2,1,2,1,False,2,39.702,0.044,0.279,0.102,2.018,0.342,42.487,2.018e-06,4.2487e-05,0.047496881399016165,False,True
6906,1,10,2,1,20,2,10,2,1,False,2,35.235,0.549,1.258,0.163,3.717,1.558,42.48,3.717e-06,4.248e-05,0.08750000000000001,False,True
5753,1,21,2,1,42,2,21,2,1,False,2,30.365,1.133,2.77,0.277,5.39,2.531,42.466,5.39e-06,4.2466e-05,0.12692506946733856,False,True
8414,1,1,2,1,2,2,1,2,1,False,2,39.661,0.041,0.279,0.101,2.026,0.339,42.447,2.0259999999999997e-06,4.2447e-05,0.04773011049072961,False,True
6870,1,3,2,1,6,2,3,2,1,False,2,38.765,0.147,0.518,0.115,2.198,0.694,42.437,2.198e-06,4.2437e-05,0.0517944246765794,False,True
6094,1,5,2,1,10,2,5,2,1,False,2,37.748,0.307,0.782,0.128,2.639,0.826,42.43,2.6389999999999996e-06,4.243e-05,0.06219655903841621,False,True
7956,1,4,2,1,8,2,4,2,1,False,2,38.303,0.099,0.704,0.124,2.356,0.844,42.43,2.356e-06,4.243e-05,0.05552674994107942,False,True
7303,1,6,2,1,12,2,6,3,1,False,2,35.884,0.372,0.859,0.135,4.167,1.013,42.43,4.167e-06,4.243e-05,0.0982088145180297,False,True
5741,1,20,2,1,40,2,20,2,1,False,2,30.09,1.008,2.685,0.277,5.995,2.365,42.42,5.995e-06,4.2420000000000004e-05,0.1413248467703913,False,True
7176,1,10,2,1,20,2,10,2,1,False,2,35.574,0.535,1.38,0.167,3.358,1.405,42.419,3.3580000000000003e-06,4.2418999999999995e-05,0.07916263938329524,False,True
7060,1,10,2,1,20,2,10,2,1,False,2,34.668,0.573,1.349,0.179,3.847,1.802,42.418,3.847e-06,4.2418e-05,0.09069263048705738,False,True
5843,1,9,2,1,18,2,9,5,1,False,2,30.421,0.53,1.414,0.161,8.432,1.458,42.416,8.432e-06,4.2415999999999995e-05,0.19879290833647684,False,True
4211,1,24,2,1,48,2,24,2,1,False,2,27.767,1.208,3.22,0.282,6.983,2.955,42.415,6.983e-06,4.2415e-05,0.16463515265825768,False,True
8049,1,4,2,1,8,2,4,2,1,False,2,38.241,0.26,0.717,0.127,2.463,0.59,42.398,2.463e-06,4.2398e-05,0.05809236284730412,False,True
8148,1,3,2,1,6,2,3,2,1,False,2,38.846,0.08,0.62,0.115,2.188,0.54,42.389,2.188e-06,4.2389000000000004e-05,0.051617164830498476,False,True
7906,1,5,2,1,10,2,5,2,1,False,2,37.933,0.281,0.811,0.133,2.395,0.835,42.388,2.395e-06,4.2388e-05,0.05650184014343682,False,True
1192,1,65,2,1,130,2,65,1,1,False,2,8.69,3.372,15.783,0.566,6.325,7.634,42.37,6.3250000000000004e-06,4.2369999999999996e-05,0.14928015105027143,False,True
8581,1,1,2,1,2,2,1,2,1,False,2,39.509,0.041,0.273,0.103,2.075,0.368,42.369,2.075e-06,4.2369e-05,0.048974486062923366,False,True
6968,1,11,2,1,22,2,11,2,1,False,2,34.771,0.624,1.407,0.185,3.903,1.456,42.346,3.903e-06,4.2346e-05,0.09216927218627498,False,True
8201,1,2,2,1,4,2,2,2,1,False,2,39.025,0.122,0.424,0.119,2.122,0.524,42.336,2.1219999999999998e-06,4.2335999999999996e-05,0.050122826908541196,False,True
6603,1,14,2,1,28,2,14,2,1,False,2,33.483,0.731,1.778,0.191,4.088,2.065,42.336,4.0880000000000005e-06,4.2335999999999996e-05,0.09656084656084657,False,True
7760,1,7,2,1,14,2,7,2,1,False,2,36.975,0.4,0.986,0.149,2.782,1.04,42.332,2.7820000000000002e-06,4.2332e-05,0.06571860531040348,False,True
5702,1,22,2,1,44,2,22,2,1,False,2,29.401,1.145,3.157,0.276,5.533,2.811,42.323,5.533e-06,4.2323e-05,0.13073269853271272,False,True
8427,1,1,2,1,2,2,1,2,1,False,2,39.5,0.042,0.285,0.138,2.022,0.323,42.31,2.022e-06,4.231e-05,0.04779012053887969,False,True
6944,1,9,2,1,18,2,9,2,1,False,2,35.89,0.559,1.131,0.159,3.121,1.448,42.308,3.121e-06,4.2308e-05,0.07376855441051337,False,True
7254,1,5,2,1,10,2,5,2,1,False,2,37.816,0.264,0.806,0.13,2.433,0.855,42.304,2.433e-06,4.2304e-05,0.05751229198184568,False,True
6487,1,4,2,1,8,2,4,2,1,False,2,37.952,0.24,0.707,0.123,2.51,0.77,42.302,2.5099999999999997e-06,4.2302e-05,0.059335256016264,False,True
8147,1,4,2,1,8,2,4,2,1,False,2,38.107,0.22,0.693,0.122,2.45,0.705,42.297,2.4500000000000003e-06,4.2297e-05,0.05792372981535334,False,True
8012,1,6,2,1,12,2,6,2,1,False,2,37.327,0.3,0.905,0.139,2.725,0.901,42.297,2.725e-06,4.2297e-05,0.064425372957893,False,True
8344,1,1,2,1,2,2,1,2,1,False,2,39.376,0.041,0.276,0.103,2.112,0.387,42.295,2.1120000000000003e-06,4.2295e-05,0.04993498049414825,False,True
7105,1,9,2,1,18,2,9,2,1,False,2,35.804,0.36,1.174,0.16,3.554,1.236,42.288,3.5539999999999998e-06,4.2288e-05,0.08404275444570564,False,True
5317,1,2,2,1,4,2,2,2,1,False,2,39.095,0.089,0.425,0.111,2.165,0.4,42.285,2.165e-06,4.2285e-05,0.05120018919238501,False,True
5174,1,14,2,1,28,2,14,4,1,False,2,28.525,0.767,2.033,0.191,8.884,1.881,42.281,8.884e-06,4.2281e-05,0.21011801991438236,False,True
7481,1,6,2,1,12,2,6,2,1,False,2,37.101,0.15,0.934,0.151,2.948,0.996,42.28,2.948e-06,4.228e-05,0.06972563859981078,False,True
7290,1,7,2,1,14,2,7,2,1,False,2,36.357,0.359,1.101,0.169,3.249,1.042,42.277,3.249e-06,4.2277e-05,0.07685029685171606,False,True
7410,1,9,2,1,18,2,9,2,1,False,2,35.901,0.512,1.237,0.172,3.146,1.305,42.273,3.146e-06,4.2273e-05,0.07442102524069737,False,True
8033,1,3,2,1,6,2,3,2,1,False,2,38.455,0.079,0.526,0.115,2.296,0.798,42.269,2.2959999999999997e-06,4.2269e-05,0.05431876789136246,False,True
7263,1,8,2,1,16,2,8,2,1,False,2,35.95,0.47,1.023,0.15,3.303,1.371,42.267,3.303e-06,4.2267e-05,0.07814607140322237,False,True
7202,1,3,2,1,6,2,3,2,1,False,2,38.658,0.08,0.591,0.12,2.196,0.608,42.253,2.1960000000000002e-06,4.2253e-05,0.05197264099590562,False,True
7611,1,2,2,1,4,2,2,2,1,False,2,38.829,0.061,0.484,0.137,2.048,0.689,42.248,2.048e-06,4.2248e-05,0.048475667487218335,False,True
7147,1,6,2,1,12,2,6,2,1,False,2,36.752,0.325,0.885,0.136,2.868,1.281,42.247,2.868e-06,4.2247e-05,0.06788647714630625,False,True
6045,1,8,2,1,16,2,8,2,1,False,2,35.76,0.45,1.22,0.16,3.502,1.137,42.229,3.5019999999999997e-06,4.2229e-05,0.0829287930095432,False,True
7246,1,10,2,1,20,2,10,2,1,False,2,35.487,0.565,1.312,0.167,3.363,1.334,42.228,3.363e-06,4.2228e-05,0.07963910201761863,False,True
7058,1,5,2,1,10,2,5,2,1,False,2,37.606,0.269,0.846,0.13,2.538,0.829,42.218,2.5379999999999997e-06,4.2218e-05,0.06011653796958642,False,True
8205,1,1,2,1,2,2,1,2,1,False,2,39.379,0.041,0.27,0.102,2.028,0.388,42.208,2.028e-06,4.2208e-05,0.04804776345716452,False,True
8200,1,2,2,1,4,2,2,2,1,False,2,38.805,0.156,0.49,0.14,2.109,0.491,42.191,2.109e-06,4.2191e-05,0.049986964044464455,False,True
8094,1,3,2,1,6,2,3,2,1,False,2,38.449,0.154,0.564,0.118,2.302,0.6,42.187,2.302e-06,4.2186999999999994e-05,0.054566572640860934,False,True
7762,1,1,2,1,2,2,1,2,1,False,2,39.356,0.041,0.294,0.105,2.06,0.326,42.182,2.06e-06,4.2182000000000004e-05,0.04883599639656726,False,True
4583,2,23,3,3,58,3,12,2,1,False,3,25.492,1.619,4.208,0.339,7.403,3.12,42.181,7.402999999999999e-06,4.2180999999999995e-05,0.1755055593750741,False,True
6746,1,12,2,1,24,2,12,2,1,False,2,34.497,0.686,1.485,0.18,3.639,1.678,42.165,3.639e-06,4.2165e-05,0.0863038064745642,False,True
7558,1,7,2,1,14,2,7,2,1,False,2,36.769,0.399,0.972,0.148,2.889,0.983,42.16,2.8889999999999998e-06,4.2159999999999996e-05,0.0685246679316888,False,True
7223,1,2,2,1,4,2,2,2,1,False,2,39.076,0.061,0.494,0.109,1.995,0.425,42.16,1.995e-06,4.2159999999999996e-05,0.04731973434535105,False,True
7732,1,2,2,1,4,2,2,2,1,False,2,37.129,0.15,0.506,0.11,3.78,0.483,42.158,3.78e-06,4.2158e-05,0.08966269747141704,False,True
7684,1,6,2,1,12,2,6,1,1,False,2,37.932,0.335,0.926,0.188,1.701,1.057,42.139,1.701e-06,4.2139000000000004e-05,0.04036640641685849,False,True
6856,1,3,2,1,6,2,3,2,1,False,2,38.241,0.093,0.707,0.129,2.312,0.654,42.136,2.3119999999999996e-06,4.2136000000000005e-05,0.05486994494019365,False,True
7499,2,1,3,1,3,3,1,2,1,False,3,36.336,0.08,0.394,0.155,4.375,0.787,42.127,4.375e-06,4.2127000000000005e-05,0.10385263607662544,False,True
