locus_idx,n_transcripts,n_units,n_components,n_equiv_classes,ec_total_elements,max_ec_width,max_ec_depth,squarem_iterations,estep_threads_used,is_mega_locus,digamma_calls_per_estep,extract_us,bias_us,build_ec_us,warm_start_us,squarem_us,assign_us,total_us,squarem_time_s,total_time_s,em_fraction,hit_max_iters,converged
5522,2,11,3,1,33,3,11,2,1,False,3,67.459,0.893,1.516,0.231,4.659,1.929,76.687,4.659e-06,7.668699999999999e-05,0.060753452345247566,False,True
1059,6,25,7,6,99,6,18,2,1,False,7,48.901,2.52,5.986,0.611,13.581,5.074,76.673,1.3581e-05,7.6673e-05,0.1771288458779492,False,True
922,2,46,3,2,118,3,26,2,1,False,3,48.446,2.887,6.3,0.533,12.116,6.355,76.637,1.2115999999999999e-05,7.6637e-05,0.1580959588710414,False,True
4768,2,7,3,1,21,3,7,2,1,False,3,69.049,0.612,1.128,0.2,4.18,1.446,76.615,4.18e-06,7.6615e-05,0.054558506819813356,False,True
6597,2,7,3,1,21,3,7,2,1,False,3,68.861,0.58,1.193,0.195,4.096,1.625,76.55,4.096e-06,7.654999999999999e-05,0.053507511430437624,False,True
4453,4,7,5,3,30,5,3,3,1,False,5,62.171,0.914,2.283,0.582,8.378,2.218,76.546,8.378e-06,7.654600000000001e-05,0.10945052648080891,False,True
5250,2,13,3,2,38,3,12,2,1,False,3,64.382,1.046,2.327,0.267,6.088,2.408,76.518,6.088e-06,7.6518e-05,0.07956297864554746,False,True
5878,2,9,3,1,27,3,9,2,1,False,3,67.561,0.783,1.641,0.209,4.574,1.737,76.505,4.574e-06,7.6505e-05,0.059786942029932684,False,True
7724,2,2,3,1,6,3,2,2,1,False,3,72.368,0.222,0.489,0.136,2.59,0.633,76.438,2.5899999999999998e-06,7.6438e-05,0.03388367042570449,False,True
3296,2,16,3,2,44,3,12,3,1,False,3,59.847,1.181,2.614,0.291,9.934,2.51,76.377,9.934e-06,7.637699999999999e-05,0.1300653338046794,False,True
7701,2,6,3,1,18,3,6,2,1,False,3,69.836,0.553,1.072,0.191,3.567,1.143,76.362,3.5670000000000003e-06,7.6362e-05,0.0467117152510411,False,True
1069,2,20,3,3,50,3,11,5,1,False,3,48.141,1.388,3.512,0.336,19.243,3.727,76.347,1.9243e-05,7.634699999999999e-05,0.25204657681375825,False,True
6278,2,5,3,2,13,3,3,3,1,False,3,68.109,0.382,1.57,0.168,4.89,1.169,76.288,4.89e-06,7.6288e-05,0.06409920302013422,False,True
6760,2,9,3,2,24,3,6,2,1,False,3,67.172,0.686,1.659,0.217,4.837,1.711,76.282,4.837e-06,7.6282e-05,0.06340945439291051,False,True
2875,2,35,3,2,78,3,27,2,1,False,3,55.057,2.031,4.974,0.421,9.186,4.604,76.273,9.186e-06,7.627299999999999e-05,0.12043580297090714,False,True
7116,1,44,2,1,88,2,44,4,1,False,2,36.723,1.997,6.311,0.449,22.341,8.418,76.239,2.2341000000000002e-05,7.6239e-05,0.2930389957895565,False,True
6568,2,6,3,2,16,3,4,2,1,False,3,69.061,0.484,1.386,0.211,3.725,1.367,76.234,3.725e-06,7.623399999999999e-05,0.048862712175669655,False,True
7437,2,5,3,2,14,3,4,2,1,False,3,69.204,0.386,1.32,0.181,3.645,1.493,76.229,3.645e-06,7.6229e-05,0.04781644780857679,False,True
6800,2,6,3,1,18,3,6,2,1,False,3,69.821,0.505,0.995,0.157,3.529,1.221,76.228,3.529e-06,7.622799999999999e-05,0.04629532455265782,False,True
5413,2,14,3,2,39,3,11,2,1,False,3,63.728,1.062,2.342,0.244,6.396,2.449,76.221,6.396e-06,7.6221e-05,0.08391388200102333,False,True
1896,2,36,3,2,81,3,27,2,1,False,3,52.106,2.068,6.035,0.431,10.715,4.839,76.194,1.0715e-05,7.6194e-05,0.14062787096096804,False,True
2004,2,22,3,2,59,3,15,2,1,False,3,55.539,1.612,3.298,0.329,7.128,8.272,76.178,7.128e-06,7.6178e-05,0.09357032214025048,False,True
3805,2,21,3,2,51,3,12,2,1,False,3,60.402,1.418,3.293,0.29,7.44,3.313,76.156,7.440000000000001e-06,7.615600000000001e-05,0.0976942066284994,False,True
4188,2,21,3,2,61,3,19,2,1,False,3,59.733,1.738,3.452,0.331,7.204,3.676,76.134,7.204e-06,7.6134e-05,0.09462263903118186,False,True
596,4,32,5,5,111,5,12,2,1,False,5,47.859,2.672,6.258,0.57,13.491,5.266,76.116,1.3491e-05,7.6116e-05,0.17724262967050292,False,True
6015,2,11,3,2,26,3,7,2,1,False,3,65.935,0.78,2.064,0.231,5.078,2.027,76.115,5.078e-06,7.6115e-05,0.06671483938776851,False,True
8662,3,37,4,3,122,4,21,2,1,False,4,43.445,3.226,6.358,0.659,15.906,6.496,76.09,1.5906e-05,7.609e-05,0.20904192403732422,False,True
505,2,51,3,2,116,3,37,2,1,False,3,46.791,2.992,6.751,0.507,12.537,6.497,76.075,1.2537e-05,7.6075e-05,0.16479789681235624,False,True
5287,2,18,3,2,50,3,14,2,1,False,3,62.088,1.27,2.631,0.28,7.162,2.636,76.067,7.162e-06,7.606699999999999e-05,0.09415383806381217,False,True
6179,2,7,3,2,18,3,4,2,1,False,3,67.843,0.541,1.838,0.199,4.287,1.354,76.062,4.287e-06,7.606199999999999e-05,0.056361915279640296,False,True
464,2,48,3,2,107,3,37,2,1,False,3,46.426,2.671,6.745,0.528,13.688,5.988,76.046,1.3688e-05,7.604600000000001e-05,0.1799963180180417,False,True
3181,2,10,3,1,30,3,10,5,1,False,3,58.831,0.892,1.53,0.25,12.336,2.2,76.039,1.2336e-05,7.6039e-05,0.162232538565736,False,True
1966,2,28,3,2,59,3,25,2,1,False,3,58.644,1.463,4.089,0.344,7.833,3.663,76.036,7.833e-06,7.6036e-05,0.10301699195118103,False,True
233,2,18,3,2,49,3,13,5,1,False,3,49.762,1.364,2.943,0.319,18.112,3.508,76.008,1.8112e-05,7.6008e-05,0.23829070624144827,False,True
282,2,38,3,2,112,3,36,2,1,False,3,47.956,2.641,5.46,0.501,13.624,5.803,75.985,1.3624e-05,7.5985e-05,0.17929854576561163,False,True
3292,6,16,7,4,90,7,8,2,1,False,7,54.54,2.49,3.721,0.489,10.173,4.537,75.95,1.0173e-05,7.595e-05,0.13394338380513496,False,True
5985,2,6,3,1,18,3,6,2,1,False,3,67.511,0.485,1.156,0.232,3.873,2.661,75.918,3.873e-06,7.5918e-05,0.05101556943017466,False,True
1486,2,39,3,2,105,3,27,2,1,False,3,48.585,2.683,5.232,0.48,13.148,5.783,75.911,1.3148e-05,7.5911e-05,0.17320282962943445,False,True
4154,4,17,5,5,55,5,8,2,1,False,5,58.702,1.569,4.211,0.383,8.101,2.926,75.892,8.101000000000001e-06,7.5892e-05,0.10674379381225954,False,True
6042,2,8,3,2,21,3,5,2,1,False,3,67.548,0.6,1.525,0.2,4.312,1.664,75.849,4.312e-06,7.5849e-05,0.056849793669000254,False,True
6281,2,12,3,1,36,3,12,2,1,False,3,65.892,1.035,1.777,0.259,4.898,1.963,75.824,4.8979999999999995e-06,7.5824e-05,0.06459696138425829,False,True
2803,4,20,5,5,66,5,13,2,1,False,5,54.062,1.716,4.542,0.466,11.456,3.571,75.813,1.1456e-05,7.5813e-05,0.15110864891245562,False,True
2209,2,35,3,2,101,3,31,2,1,False,3,52.494,2.527,5.284,0.45,10.371,4.685,75.811,1.0371000000000001e-05,7.581100000000001e-05,0.13680072812652516,False,True
1318,10,16,11,9,81,9,5,2,1,False,11,49.763,2.194,5.748,0.774,12.39,4.906,75.775,1.239e-05,7.577500000000001e-05,0.16351039260969977,False,True
5383,2,12,3,2,31,3,7,2,1,False,3,65.24,0.822,2.049,0.247,5.3,2.101,75.759,5.3e-06,7.5759e-05,0.06995868477672619,False,True
4797,2,14,3,2,38,3,10,2,1,False,3,63.729,1.007,2.384,0.272,6.096,2.262,75.75,6.096e-06,7.575e-05,0.08047524752475248,False,True
3085,4,21,5,5,61,5,7,2,1,False,5,55.503,1.67,4.576,0.474,9.872,3.644,75.739,9.872e-06,7.5739e-05,0.1303423599466589,False,True
4673,2,7,3,2,16,3,5,5,1,False,3,61.673,0.47,1.632,0.19,9.879,1.888,75.732,9.879e-06,7.5732e-05,0.1304468388527967,False,True
7716,2,3,3,1,9,3,3,2,1,False,3,70.935,0.305,0.75,0.182,2.708,0.84,75.72,2.708e-06,7.572e-05,0.035763338615953516,False,True
387,2,42,3,2,107,3,23,2,1,False,3,46.913,2.641,6.276,0.525,13.725,5.628,75.708,1.3725e-05,7.5708e-05,0.18128863528292916,False,True
6980,2,3,3,2,8,3,2,2,1,False,3,69.801,0.251,1.169,0.163,3.278,1.02,75.682,3.278e-06,7.5682e-05,0.04331280885811686,False,True
4318,3,15,4,3,43,3,12,2,1,False,4,61.74,1.278,2.871,0.38,6.662,2.749,75.68,6.662e-06,7.568000000000001e-05,0.08802854122621563,False,True
4353,2,11,3,1,33,3,11,2,1,False,3,65.215,0.977,1.536,0.221,4.925,2.791,75.665,4.9249999999999994e-06,7.5665e-05,0.06508953941716777,False,True
5144,2,3,3,1,9,3,3,2,1,False,3,70.277,0.27,0.889,0.171,3.041,1.01,75.658,3.0409999999999998e-06,7.5658e-05,0.040194031034391606,False,True
4039,2,20,3,2,54,3,14,2,1,False,3,61.401,1.43,2.83,0.306,6.698,2.992,75.657,6.698e-06,7.5657e-05,0.08853113393341,False,True
7379,2,5,3,2,13,3,3,2,1,False,3,69.247,0.422,1.275,0.175,3.47,1.066,75.655,3.4700000000000002e-06,7.5655e-05,0.04586610270305994,False,True
3947,1,56,2,1,112,2,56,5,1,False,2,22.24,2.684,8.048,0.522,34.837,7.304,75.635,3.4837000000000005e-05,7.5635e-05,0.46059364051034574,False,True
3320,2,14,3,3,37,3,11,4,1,False,3,56.093,1.093,3.021,0.313,11.893,3.216,75.629,1.1893000000000001e-05,7.5629e-05,0.1572544923243729,False,True
5083,2,14,3,2,38,3,10,2,1,False,3,63.887,0.987,2.261,0.249,5.865,2.322,75.571,5.865000000000001e-06,7.5571e-05,0.07760913577959799,False,True
4005,2,10,3,1,30,3,10,2,1,False,3,65.613,0.916,1.634,0.24,5.089,2.065,75.557,5.089000000000001e-06,7.555700000000001e-05,0.06735312413145043,False,True
3168,2,21,3,1,63,3,21,3,1,False,3,53.445,1.773,3.113,0.375,13.069,3.746,75.521,1.3069000000000001e-05,7.5521e-05,0.17305120430079052,False,True
1760,2,43,3,2,94,3,35,2,1,False,3,50.578,2.44,5.847,0.491,10.781,5.38,75.517,1.0781e-05,7.5517e-05,0.14276255677529565,False,True
4816,2,5,3,1,15,3,5,2,1,False,3,68.812,0.446,1.154,0.186,3.407,1.511,75.516,3.407e-06,7.5516e-05,0.04511626675141692,False,True
4285,2,20,3,2,46,3,14,2,1,False,3,61.43,1.177,2.824,0.27,7.035,2.749,75.485,7.035e-06,7.5485e-05,0.09319732397165,False,True
4739,2,21,3,2,53,3,11,2,1,False,3,60.681,1.456,2.941,0.289,6.778,3.333,75.478,6.777999999999999e-06,7.5478e-05,0.08980100161636503,False,True
6332,2,11,3,2,32,3,10,2,1,False,3,65.576,0.925,1.864,0.226,5.05,1.816,75.457,5.05e-06,7.545699999999999e-05,0.06692553374769737,False,True
6191,2,7,3,1,21,3,7,2,1,False,3,67.87,0.601,1.174,0.196,4.126,1.483,75.45,4.126e-06,7.545e-05,0.05468522200132538,False,True
4649,2,5,3,2,13,3,3,2,1,False,3,68.532,0.405,1.454,0.18,3.727,1.15,75.448,3.727e-06,7.5448e-05,0.04939826105397095,False,True
7951,2,3,3,1,9,3,3,2,1,False,3,70.409,0.269,0.745,0.145,2.759,1.094,75.421,2.7589999999999998e-06,7.542100000000001e-05,0.03658132350406385,False,True
5120,2,11,3,2,32,3,10,2,1,False,3,65.251,0.871,1.884,0.239,5.036,2.136,75.417,5.036e-06,7.5417e-05,0.06677539546786533,False,True
5014,2,12,3,1,36,3,12,2,1,False,3,64.845,0.986,1.752,0.26,5.349,2.219,75.411,5.349e-06,7.5411e-05,0.07093129649520627,False,True
3575,2,25,3,2,61,3,14,2,1,False,3,57.542,1.514,3.892,0.331,8.401,3.713,75.393,8.401e-06,7.5393e-05,0.1114294430517422,False,True
1391,2,44,3,2,97,3,35,2,1,False,3,50.009,2.323,6.274,0.476,10.775,5.516,75.373,1.0775000000000001e-05,7.5373e-05,0.14295570031708968,False,True
5648,2,10,3,1,30,3,10,2,1,False,3,66.372,0.904,1.35,0.194,4.671,1.87,75.361,4.671000000000001e-06,7.5361e-05,0.06198166160215496,False,True
2991,2,31,3,2,77,3,16,2,1,False,3,55.614,2.134,4.197,0.366,8.654,4.386,75.351,8.654e-06,7.5351e-05,0.1148491725391833,False,True
6948,2,7,3,1,21,3,7,2,1,False,3,67.839,0.582,1.247,0.201,4.059,1.421,75.349,4.0590000000000004e-06,7.5349e-05,0.053869328060093695,False,True
1412,2,41,3,2,97,3,26,2,1,False,3,49.399,2.6,5.593,0.452,12.147,5.149,75.34,1.2147e-05,7.534000000000001e-05,0.1612290947703743,False,True
6376,2,10,3,2,29,3,9,2,1,False,3,65.883,0.806,1.786,0.227,4.86,1.751,75.313,4.86e-06,7.5313e-05,0.06453069191241884,False,True
4937,3,14,4,4,37,4,6,2,1,False,4,61.405,0.957,3.273,0.337,6.682,2.606,75.26,6.6820000000000006e-06,7.526000000000001e-05,0.0887855434493755,False,True
5471,2,12,3,2,28,3,8,2,1,False,3,65.108,0.727,2.002,0.222,5.179,1.996,75.234,5.179e-06,7.523399999999999e-05,0.06883855703538294,False,True
3124,2,15,3,2,40,3,10,2,1,False,3,62.467,1.066,2.412,0.3,6.429,2.551,75.225,6.429000000000001e-06,7.5225e-05,0.08546360917248257,False,True
5231,2,10,3,2,29,3,9,2,1,False,3,65.491,0.793,1.721,0.248,4.626,2.276,75.155,4.626e-06,7.5155e-05,0.061552790898809134,False,True
3504,2,11,3,2,31,3,9,2,1,False,3,63.633,0.828,2.121,0.255,5.803,2.431,75.071,5.803e-06,7.5071e-05,0.07730015585245967,False,True
5162,2,11,3,2,30,3,8,2,1,False,3,64.455,0.833,1.909,0.241,5.725,1.882,75.045,5.724999999999999e-06,7.5045e-05,0.07628756079685521,False,True
3301,3,19,4,4,48,4,6,2,1,False,4,56.673,1.342,4.479,0.409,8.862,3.277,75.042,8.862000000000001e-06,7.5042e-05,0.11809386743423683,False,True
679,2,31,3,2,80,3,18,3,1,False,3,47.222,2.152,4.91,0.435,16.117,4.205,75.041,1.6117000000000002e-05,7.5041e-05,0.21477592249570238,False,True
5769,2,9,3,1,27,3,9,2,1,False,3,66.432,0.781,1.285,0.188,4.741,1.591,75.018,4.741e-06,7.5018e-05,0.06319816577354767,False,True
761,1,158,2,1,316,2,158,1,1,False,2,11.293,7.473,24.183,1.247,13.815,16.993,75.004,1.3814999999999999e-05,7.5004e-05,0.1841901765239187,False,True
2596,2,5,3,1,15,3,5,2,1,False,3,56.214,0.936,2.054,0.386,14.21,1.131,74.931,1.4210000000000001e-05,7.493099999999999e-05,0.18964113651225797,False,True
3571,2,28,3,2,73,3,17,2,1,False,3,56.145,1.806,4.054,0.364,8.536,4.015,74.92,8.536e-06,7.492000000000001e-05,0.11393486385477843,False,True
2683,2,31,3,2,76,3,17,2,1,False,3,53.741,1.89,4.673,0.363,9.833,4.406,74.906,9.833e-06,7.4906e-05,0.1312711932288468,False,True
7708,2,3,3,1,9,3,3,2,1,False,3,69.948,0.272,0.849,0.185,3.006,0.644,74.904,3.0059999999999997e-06,7.4904e-05,0.040131368151233575,False,True
4465,2,4,3,1,12,3,4,2,1,False,3,68.724,0.382,1.027,0.211,3.407,1.141,74.892,3.407e-06,7.4892e-05,0.04549217539924158,False,True
5995,2,8,3,1,24,3,8,2,1,False,3,66.893,0.657,1.163,0.23,4.434,1.507,74.884,4.434e-06,7.4884e-05,0.05921158057796058,False,True
3436,2,12,3,2,34,3,10,2,1,False,3,56.241,0.862,2.118,0.25,12.955,2.4,74.826,1.2955e-05,7.482599999999999e-05,0.17313500654852593,False,True
6241,2,4,3,2,11,3,3,2,1,False,3,68.756,0.288,1.233,0.149,3.32,1.047,74.793,3.32e-06,7.4793e-05,0.04438918080569037,False,True
7921,1,42,2,1,84,2,42,4,1,False,2,39.75,2.09,5.54,0.406,21.576,5.381,74.743,2.1576e-05,7.4743e-05,0.28866917303292616,False,True
5626,2,9,3,1,27,3,9,2,1,False,3,66.246,0.76,1.406,0.198,4.286,1.833,74.729,4.285999999999999e-06,7.4729e-05,0.05735390544500796,False,True
334,2,24,3,2,59,3,13,5,1,False,3,44.263,1.507,3.728,0.34,20.753,4.134,74.725,2.0753e-05,7.4725e-05,0.2777249916359987,False,True
225,2,51,3,2,112,3,41,2,1,False,3,46.34,2.729,6.628,0.534,12.016,6.437,74.684,1.2016e-05,7.468399999999999e-05,0.16089122168068126,False,True
1271,2,38,3,2,100,3,24,2,1,False,3,49.361,2.571,5.184,0.441,12.074,5.014,74.645,1.2074e-05,7.4645e-05,0.16175229419251122,False,True
2293,2,15,3,2,42,3,12,5,1,False,3,51.872,1.165,2.431,0.265,15.824,3.082,74.639,1.5824e-05,7.4639e-05,0.21200712764104557,False,True
7341,1,66,2,1,132,2,66,2,1,False,2,37.249,3.001,10.528,0.589,16.299,6.961,74.627,1.6299e-05,7.462699999999999e-05,0.21840620686882764,False,True
2020,2,38,3,2,100,3,24,2,1,False,3,50.342,2.717,5.381,0.458,10.584,5.098,74.58,1.0583999999999999e-05,7.458e-05,0.1419147224456959,False,True
6740,2,2,3,2,5,3,1,2,1,False,3,69.559,0.154,0.969,0.147,3.008,0.732,74.569,3.008e-06,7.4569e-05,0.04033847845619493,False,True
7697,2,3,3,1,9,3,3,2,1,False,3,69.373,0.261,0.679,0.134,2.871,1.203,74.521,2.871e-06,7.4521e-05,0.03852605305886931,False,True
1823,8,19,9,5,87,9,7,2,1,False,9,49.277,2.484,4.646,0.733,11.737,5.607,74.484,1.1737e-05,7.4484e-05,0.15757746630148758,False,True
4072,2,10,3,2,27,3,7,2,1,False,3,61.048,0.756,2.005,0.24,4.75,5.662,74.461,4.75e-06,7.4461e-05,0.06379178361826997,False,True
3131,2,26,3,2,64,3,14,2,1,False,3,55.985,1.615,3.639,0.339,9.073,3.794,74.445,9.073000000000001e-06,7.4445e-05,0.1218752098864934,False,True
6560,2,8,3,2,22,3,6,2,1,False,3,66.112,0.68,1.578,0.194,4.296,1.57,74.43,4.296e-06,7.443e-05,0.05771866182990729,False,True
5101,2,4,3,1,12,3,4,2,1,False,3,68.356,0.398,0.985,0.165,3.313,1.183,74.4,3.3130000000000003e-06,7.44e-05,0.044529569892473114,False,True
4475,2,15,3,2,36,3,9,2,1,False,3,63.186,0.898,2.571,0.229,5.345,2.166,74.395,5.345e-06,7.4395e-05,0.07184622622488071,False,True
5333,3,5,4,2,18,4,3,2,1,False,4,64.211,0.506,1.624,0.312,4.904,2.827,74.384,4.904e-06,7.4384e-05,0.06592815659281566,False,True
1254,4,26,5,4,108,5,11,2,1,False,5,48.333,2.72,5.147,0.58,12.17,5.38,74.33,1.217e-05,7.433e-05,0.16372931521592896,False,True
3190,2,12,3,2,32,3,8,5,1,False,3,55.58,0.98,2.337,0.319,12.945,2.159,74.32,1.2945e-05,7.431999999999999e-05,0.17417922497308935,False,True
4278,2,12,3,2,34,3,10,2,1,False,3,63.242,0.973,2.02,0.26,5.824,1.991,74.31,5.824e-06,7.431e-05,0.07837437760732067,False,True
411,2,42,3,2,108,3,24,2,1,False,3,46.597,2.497,5.724,0.506,13.204,5.78,74.308,1.3204000000000001e-05,7.430800000000001e-05,0.17769284599235613,False,True
4497,2,19,3,1,57,3,19,2,1,False,3,59.845,1.576,2.625,0.339,6.599,3.32,74.304,6.599e-06,7.4304e-05,0.08881083118001723,False,True
175,4,22,5,3,87,5,9,2,1,False,5,51.752,2.186,4.558,0.525,10.761,4.517,74.299,1.0760999999999999e-05,7.4299e-05,0.1448337124321996,False,True
1862,2,37,3,2,82,3,29,2,1,False,3,51.283,2.192,5.216,0.412,10.62,4.539,74.262,1.062e-05,7.4262e-05,0.14300719075704935,False,True
5073,2,12,3,2,33,3,9,2,1,False,3,63.797,0.944,2.007,0.249,5.127,2.109,74.233,5.126999999999999e-06,7.4233e-05,0.06906631821427127,False,True
5075,2,14,3,2,40,3,12,2,1,False,3,61.923,1.112,2.306,0.257,5.903,2.708,74.209,5.902999999999999e-06,7.420900000000001e-05,0.07954560767561886,False,True
7205,1,26,2,1,52,2,26,8,1,False,2,36.793,1.351,3.363,0.323,28.29,4.079,74.199,2.829e-05,7.4199e-05,0.3812719847976388,False,True
2946,4,12,5,4,40,5,7,2,1,False,5,58.776,1.138,3.506,0.346,7.66,2.767,74.193,7.66e-06,7.4193e-05,0.1032442413704797,False,True
4461,4,8,5,2,36,5,6,2,1,False,5,62.437,1.058,1.943,0.317,5.394,3.01,74.159,5.394e-06,7.4159e-05,0.07273560862471176,False,True
4720,1,92,2,1,184,2,92,1,1,False,2,36.728,4.325,13.32,0.752,8.42,10.566,74.111,8.42e-06,7.411100000000001e-05,0.11361336373817651,False,True
4221,2,8,3,1,24,3,8,2,1,False,3,65.813,0.703,1.252,0.201,4.535,1.563,74.067,4.535e-06,7.4067e-05,0.06122834730716784,False,True
8521,1,32,2,1,64,2,32,5,1,False,2,41.872,1.579,4.705,0.355,21.252,4.299,74.062,2.1252e-05,7.4062e-05,0.28694877264994195,False,True
5646,2,9,3,1,27,3,9,2,1,False,3,65.732,0.795,1.286,0.207,4.32,1.708,74.048,4.32e-06,7.4048e-05,0.05834053586862576,False,True
3880,2,12,3,1,36,3,12,2,1,False,3,63.464,1.062,1.658,0.222,5.591,2.021,74.018,5.591e-06,7.4018e-05,0.07553568051014618,False,True
5327,2,10,3,1,30,3,10,2,1,False,3,64.82,0.903,1.362,0.198,4.89,1.842,74.015,4.89e-06,7.4015e-05,0.06606768898196311,False,True
3295,3,26,4,4,61,3,14,2,1,False,4,54.196,1.675,5.06,0.444,8.85,3.765,73.99,8.85e-06,7.399e-05,0.119610758210569,False,True
5514,2,8,3,2,22,3,6,2,1,False,3,65.278,0.646,1.604,0.196,4.48,1.777,73.981,4.48e-06,7.3981e-05,0.06055608872548358,False,True
2870,5,20,6,5,58,5,8,2,1,False,6,54.236,1.516,4.466,0.466,9.49,3.766,73.94,9.49e-06,7.394e-05,0.12834730862861782,False,True
3731,2,22,3,2,51,3,15,2,1,False,3,58.63,1.296,3.115,0.327,7.447,3.117,73.932,7.447e-06,7.3932e-05,0.10072769572039171,False,True
3289,2,24,3,2,68,3,20,2,1,False,3,55.221,1.804,4.306,0.346,8.676,3.574,73.927,8.676e-06,7.392700000000001e-05,0.11735901632691709,False,True
1354,6,20,7,6,91,7,9,2,1,False,7,49.995,2.32,4.899,0.585,10.649,5.476,73.924,1.0649e-05,7.3924e-05,0.14405335209133702,False,True
4819,2,14,3,2,41,3,13,2,1,False,3,60.971,1.151,2.521,0.278,6.042,2.956,73.919,6.042e-06,7.3919e-05,0.08173811875160648,False,True
5353,2,11,3,1,33,3,11,2,1,False,3,64.916,0.925,1.455,0.22,4.526,1.857,73.899,4.5259999999999995e-06,7.3899e-05,0.06124575434038349,False,True
5988,1,93,2,1,186,2,93,1,1,False,2,36.024,4.412,13.264,0.781,8.555,10.843,73.879,8.555e-06,7.3879e-05,0.11579745259139944,False,True
4150,2,15,3,2,40,3,10,2,1,False,3,61.913,0.993,2.457,0.279,5.621,2.614,73.877,5.621e-06,7.3877e-05,0.0760859266077399,False,True
6017,2,5,3,2,14,3,4,2,1,False,3,67.136,0.442,1.416,0.194,3.73,0.94,73.858,3.73e-06,7.385800000000001e-05,0.050502315253594735,False,True
778,6,26,7,7,102,7,15,2,1,False,7,46.349,2.727,6.259,0.728,12.144,5.625,73.832,1.2144000000000001e-05,7.3832e-05,0.16448152562574495,False,True
3694,5,7,6,3,24,6,5,4,1,False,6,57.954,0.636,2.034,0.33,10.891,1.986,73.831,1.0891e-05,7.3831e-05,0.14751256247375763,False,True
2030,2,21,3,2,54,3,12,4,1,False,3,49.256,1.447,3.125,0.301,15.785,3.9,73.814,1.5785e-05,7.3814e-05,0.21384832145663427,False,True
5394,2,9,3,2,24,3,6,2,1,False,3,64.61,0.649,1.74,0.245,4.535,1.971,73.75,4.535e-06,7.375e-05,0.061491525423728814,False,True
7700,2,3,3,1,9,3,3,2,1,False,3,69.176,0.269,0.71,0.128,2.75,0.69,73.723,2.75e-06,7.3723e-05,0.03730179184243723,False,True
3652,3,18,4,3,58,4,12,2,1,False,4,57.064,1.496,3.641,0.412,7.958,3.147,73.718,7.958e-06,7.3718e-05,0.10795192490300876,False,True
5044,2,12,3,2,30,3,6,2,1,False,3,63.803,0.784,2.023,0.199,4.925,1.983,73.717,4.9249999999999994e-06,7.3717e-05,0.06680955546210508,False,True
2123,2,15,3,2,42,3,12,2,1,False,3,51.775,1.175,2.402,0.25,6.448,11.667,73.717,6.448000000000001e-06,7.3717e-05,0.08746964743546265,False,True
5717,2,10,3,2,25,3,5,2,1,False,3,64.039,0.666,1.972,0.223,4.73,2.033,73.663,4.7300000000000005e-06,7.3663e-05,0.06421134083596922,False,True
2208,2,30,3,2,72,3,18,2,1,False,3,52.006,1.972,5.086,0.432,9.733,4.383,73.612,9.733e-06,7.3612e-05,0.132220290170081,False,True
2516,2,30,3,2,76,3,16,2,1,False,3,53.345,1.875,4.232,0.373,9.782,3.989,73.596,9.782e-06,7.3596e-05,0.1329148323278439,False,True
5798,2,6,3,1,18,3,6,2,1,False,3,66.998,0.513,0.98,0.18,3.648,1.275,73.594,3.648e-06,7.3594e-05,0.04956925836345355,False,True
4607,2,16,3,2,39,3,9,2,1,False,3,60.635,1.071,2.549,0.27,6.456,2.589,73.57,6.4560000000000005e-06,7.356999999999999e-05,0.08775316025553896,False,True
4073,2,9,3,1,27,3,9,4,1,False,3,59.955,0.815,1.3,0.206,9.055,2.218,73.549,9.055e-06,7.354900000000001e-05,0.12311520211015783,False,True
6211,2,4,3,1,12,3,4,2,1,False,3,68.084,0.414,0.753,0.138,2.842,1.317,73.548,2.842e-06,7.354800000000001e-05,0.03864143144613042,False,True
7649,1,26,2,1,52,2,26,6,1,False,2,43.404,1.428,3.207,0.303,21.144,4.045,73.531,2.1144e-05,7.353100000000001e-05,0.2875521888727203,False,True
3345,2,15,3,2,43,3,13,2,1,False,3,60.688,1.219,2.169,0.277,6.528,2.65,73.531,6.527999999999999e-06,7.353100000000001e-05,0.08877888237614066,False,True
5452,2,7,3,1,21,3,7,2,1,False,3,65.749,0.604,1.207,0.165,4.312,1.478,73.515,4.312e-06,7.3515e-05,0.058654696320478816,False,True
3485,2,15,3,2,43,3,13,3,1,False,3,57.444,1.233,2.302,0.271,9.704,2.53,73.484,9.704e-06,7.348399999999999e-05,0.1320559577595123,False,True
6259,2,4,3,1,12,3,4,2,1,False,3,68.154,0.311,0.797,0.163,3.035,0.906,73.366,3.035e-06,7.3366e-05,0.04136793610119129,False,True
3939,2,11,3,2,28,3,6,2,1,False,3,63.157,0.752,2.043,0.217,5.05,2.13,73.349,5.05e-06,7.3349e-05,0.06884892772907605,False,True
1571,3,31,4,3,87,4,16,2,1,False,4,49.459,2.41,4.784,0.47,11.189,5.035,73.347,1.1189e-05,7.3347e-05,0.15254884317013648,False,True
5380,2,9,3,2,26,3,8,2,1,False,3,64.158,0.736,1.77,0.218,4.73,1.727,73.339,4.7300000000000005e-06,7.3339e-05,0.06449501629419546,False,True
4728,2,16,3,2,45,3,13,2,1,False,3,60.804,1.179,2.423,0.269,5.889,2.75,73.314,5.889e-06,7.3314e-05,0.0803257222358622,False,True
