kappa_label	kappa_len	reference_label	rho_ref	rho_ref_over_current	rho_ref_over_rho_global
five_prior_fragments_over_rho	2649.583308311247	intergenic_max	0.02751422776749436	129.05009618147542	14.580247726765377
five_prior_fragments_over_rho	2649.583308311247	intron_q500	0.0002256571482486386	1.05840065480334	0.11957948268014189
five_prior_fragments_over_rho	2649.583308311247	intron_q950	0.0013213474296759203	6.197521308967183	0.7002040188298576
five_prior_fragments_over_rho	2649.583308311247	intron_q990	0.002326833744175832	10.913557924345813	1.2330279699567295
five_prior_fragments_over_rho	2649.583308311247	intron_q999	0.006940115917395327	32.55125436260853	3.677683058495172
five_prior_fragments_over_rho	2649.583308311247	intron_max	0.44039315545197383	2065.5778366378	233.37167075601403
five_prior_fragments_over_rho	2649.583308311247	exon-intron_q500	0.0015334422503626636	7.192310522769987	0.8125965981640301
five_prior_fragments_over_rho	2649.583308311247	exon-intron_q950	0.0364959255586314	171.1769904419257	19.339799036303916
five_prior_fragments_over_rho	2649.583308311247	exon-intron_q990	0.06349096364808826	297.7919291313081	33.64491950211416
five_prior_fragments_over_rho	2649.583308311247	exon-intron_q999	0.13830404305106958	648.6880245686367	73.28961678801483
five_prior_fragments_over_rho	2649.583308311247	exon-intron_max	0.48239050368674524	2262.5581725884654	255.62676533125108
median_valid_E	611.0546445151376	global_q950	0.0009435445913921511	4.425511095554792	0.49999999999999994
median_valid_E	611.0546445151376	global_q990	0.02743573674253687	128.68194940280722	14.538654024849457
median_valid_E	611.0546445151376	global_q999	0.14169612229460737	664.5979078600333	75.08713609684418
median_valid_E	611.0546445151376	global_max	1.903120274080225	8926.212884852293	1008.495142382338
median_valid_E	611.0546445151376	intergenic_q500	8.796028974657072e-06	0.04125605104336579	0.004661162310134695
median_valid_E	611.0546445151376	intergenic_q950	0.00010517358180597912	0.49329608530197544	0.05573323336568595
median_valid_E	611.0546445151376	intergenic_q990	0.0003096081197892617	1.4521562434898956	0.1640665012622514
median_valid_E	611.0546445151376	intergenic_q999	0.0013662580487730869	6.408165771280825	0.724002904175013
median_valid_E	611.0546445151376	intergenic_max	0.105327288521445	494.0170165446122	55.814685115220705
median_valid_E	611.0546445151376	intron_q500	6.292353563912395e-05	0.29513051919635735	0.03334422994587014
median_valid_E	611.0546445151376	intron_q950	0.0007884980488510626	3.698295656451271	0.4178382537743524
median_valid_E	611.0546445151376	intron_q990	0.0026280039452260934	12.326137762710289	1.3926230774894324
median_valid_E	611.0546445151376	intron_q999	0.011719244175355081	54.966819377373206	6.210222750608926
median_valid_E	611.0546445151376	intron_max	1.903120274080225	8926.212884852293	1008.495142382338
median_valid_E	611.0546445151376	exon-intron_q500	0.0009435445913921511	4.425511095554792	0.49999999999999994
median_valid_E	611.0546445151376	exon-intron_q950	0.09424457199473035	442.03570542766937	49.941768971235035
median_valid_E	611.0546445151376	exon-intron_q990	0.167822547121046	787.1387861729352	88.93196392204024
median_valid_E	611.0546445151376	exon-intron_q999	0.36594170883183824	1716.377908936051	193.91860870714663
median_valid_E	611.0546445151376	exon-intron_max	1.2838900032081517	6021.83458683839	680.3547044415985
