true_source	predicted_pool	count	row_rate
gdna	rna	2393558	0.1313072802815037
gdna	gdna	15538657	0.852429224567422
gdna	unresolved	296462	0.016263495151074323
rna	rna	13356978	0.9547570094019096
rna	gdna	508599	0.036354664971732516
rna	unresolved	124347	0.008888325626357942
