strand_specificity	n_rna_fragments	gdna_fraction	TA1	NTA1	TD	TE	NTD	NTE	gdna	TA1_expected	TD_expected	TE_expected	TA1_observed	TD_observed	TE_observed	TA1_abs_diff	TD_abs_diff	TE_abs_diff	TA1_rel_err	TD_rel_err	TE_rel_err	nrna_expected	nrna_observed	nrna_abs_diff	nrna_rel_err	gdna_expected	gdna_observed	gdna_abs_diff	total_mrna_expected	total_mrna_observed	total_mrna_rel_err	total_rna_expected	total_rna_observed	total_rna_rel_err	n_fragments_actual	n_intergenic	n_chimeric	rna_fl_true_mean	rna_fl_est_mean	rna_fl_mean_err	rna_fl_true_std	rna_fl_est_std	gdna_fl_true_mean	gdna_fl_est_mean	gdna_fl_mean_err	gdna_fl_true_std	gdna_fl_est_std	rna_fl_n_obs	gdna_fl_n_obs
0.5	10000	0.5	20	500	0	0	0	0	0	43	0	0	9.31	0.1	0.04	33.69	0.1	0.04	0.7835	0.0	0.0	9957	0.39	9956.61	1.0	5000	14990.16	9990.16	43	9.45	0.7802	10000	9.84	0.999	15000	3050	0	250	267.71	17.71	50	34.48	250	248.92	-1.08	50	50.04	7	14889
0.5	10000	0.5	20	1000	0	0	0	0	0	22	0	0	10.47	0.1	0.04	11.53	0.1	0.04	0.524	0.0	0.0	9978	0.38	9977.62	1.0	5000	14989.01	9989.01	22	10.61	0.5178	10000	10.99	0.9989	15000	3044	0	250	250.0	0.0	50	36.88	250	248.92	-1.08	50	50.02	8	14457
0.5	10000	0.5	50	0	0	0	0	0	0	10000	0	0	10006.21	2.65	0.62	6.21	2.65	0.62	0.0006	0.0	0.0	0	1288.84	1288.84	0.0	5000	3701.68	1298.32	10000	10009.48	0.0009	10000	11298.32	0.1298	15000	2992	0	250	251.0	1.0	50	63.46	250	248.08	-1.92	50	49.61	12008	2992
0.5	10000	0.5	50	5	0	0	0	0	0	5196	0	0	4763.97	0.37	0.15	432.03	0.37	0.15	0.0831	0.0	0.0	4804	1.59	4802.41	0.9997	5000	10233.92	5233.92	5196	4764.49	0.083	10000	4766.08	0.5234	15000	3038	0	250	259.37	9.37	50	48.95	250	249.09	-0.91	50	55.88	1058	13745
0.5	10000	0.5	50	10	0	0	0	0	0	3510	0	0	3124.02	0.44	0.16	385.98	0.44	0.16	0.11	0.0	0.0	6490	1.96	6488.04	0.9997	5000	11873.41	6873.41	3510	3124.62	0.1098	10000	3126.59	0.6873	15000	3064	0	250	257.02	7.02	50	47.23	250	248.57	-1.43	50	50.58	757	3745
0.5	10000	0.5	50	20	0	0	0	0	0	2128	0	0	1336.42	0.21	0.08	791.58	0.21	0.08	0.372	0.0	0.0	7872	0.94	7871.06	0.9999	5000	13662.35	8662.35	2128	1336.71	0.3718	10000	1337.65	0.8662	15000	3000	0	250	256.02	6.02	50	46.9	250	248.86	-1.14	50	53.24	435	14355
0.5	10000	0.5	50	50	0	0	0	0	0	976	0	0	407.78	0.17	0.07	568.22	0.17	0.07	0.5822	0.0	0.0	9024	0.67	9023.33	0.9999	5000	14591.31	9591.31	976	408.01	0.582	10000	408.69	0.9591	15000	3023	0	250	258.11	8.11	50	47.25	250	248.86	-1.14	50	50.98	208	14517
0.5	10000	0.5	50	100	0	0	0	0	0	513	0	0	174.76	0.11	0.06	338.24	0.11	0.06	0.6593	0.0	0.0	9487	0.54	9486.46	0.9999	5000	14824.53	9824.53	513	174.93	0.659	10000	175.47	0.9825	15000	3024	0	250	263.44	13.44	50	50.87	250	249.13	-0.87	50	50.64	114	14748
0.5	10000	0.5	50	200	0	0	0	0	0	263	0	0	90.94	0.13	0.05	172.06	0.13	0.05	0.6542	0.0	0.0	9737	0.46	9736.54	1.0	5000	14908.41	9908.41	263	91.12	0.6535	10000	91.59	0.9908	15000	3028	0	250	254.62	4.62	50	35.66	250	249.01	-0.99	50	50.72	60	14728
0.5	10000	0.5	50	500	0	0	0	0	0	107	0	0	23.48	0.09	0.03	83.52	0.09	0.03	0.7806	0.0	0.0	9893	0.4	9892.6	1.0	5000	14975.99	9975.99	107	23.61	0.7794	10000	24.01	0.9976	15000	2990	0	250	236.06	-13.94	50	39.0	250	248.89	-1.11	50	49.92	17	12888
0.5	10000	0.5	50	1000	0	0	0	0	0	54	0	0	22.25	0.12	0.04	31.75	0.12	0.04	0.5879	0.0	0.0	9946	0.39	9945.61	1.0	5000	14977.19	9977.19	54	22.41	0.5849	10000	22.81	0.9977	15000	3082	0	250	249.43	-0.57	50	39.41	250	249.04	-0.96	50	50.76	14	14983
0.5	10000	0.5	100	0	0	0	0	0	0	10000	0	0	10006.21	2.65	0.62	6.21	2.65	0.62	0.0006	0.0	0.0	0	1288.84	1288.84	0.0	5000	3701.68	1298.32	10000	10009.48	0.0009	10000	11298.32	0.1298	15000	2992	0	250	251.0	1.0	50	63.46	250	248.08	-1.92	50	49.61	12008	2992
0.5	10000	0.5	100	5	0	0	0	0	0	6839	0	0	6575.39	0.48	0.19	263.61	0.48	0.19	0.0385	0.0	0.0	3161	2.04	3158.96	0.9994	5000	8421.91	3421.91	6839	6576.06	0.0384	10000	6578.09	0.3422	15000	3032	0	250	260.83	10.83	50	48.33	250	248.94	-1.06	50	58.62	1437	13338
0.5	10000	0.5	100	10	0	0	0	0	0	5196	0	0	4763.97	0.37	0.15	432.03	0.37	0.15	0.0831	0.0	0.0	4804	1.59	4802.41	0.9997	5000	10233.92	5233.92	5196	4764.49	0.083	10000	4766.08	0.5234	15000	3038	0	250	259.37	9.37	50	48.95	250	249.09	-0.91	50	55.88	1058	13745
0.5	10000	0.5	100	20	0	0	0	0	0	3510	0	0	3124.02	0.44	0.16	385.98	0.44	0.16	0.11	0.0	0.0	6490	1.96	6488.04	0.9997	5000	11873.41	6873.41	3510	3124.62	0.1098	10000	3126.59	0.6873	15000	3064	0	250	257.02	7.02	50	47.23	250	248.57	-1.43	50	50.58	757	3745
0.5	10000	0.5	100	50	0	0	0	0	0	1778	0	0	1054.25	0.24	0.08	723.75	0.24	0.08	0.4071	0.0	0.0	8222	0.83	8221.17	0.9999	5000	13944.6	8944.6	1778	1054.56	0.4069	10000	1055.4	0.8945	15000	3020	0	250	258.1	8.1	50	48.2	250	248.78	-1.22	50	52.41	378	14198
0.5	10000	0.5	100	100	0	0	0	0	0	976	0	0	407.78	0.17	0.07	568.22	0.17	0.07	0.5822	0.0	0.0	9024	0.67	9023.33	0.9999	5000	14591.31	9591.31	976	408.01	0.582	10000	408.69	0.9591	15000	3023	0	250	258.11	8.11	50	47.25	250	248.86	-1.14	50	50.98	208	14517
0.5	10000	0.5	100	200	0	0	0	0	0	513	0	0	174.76	0.11	0.06	338.24	0.11	0.06	0.6593	0.0	0.0	9487	0.54	9486.46	0.9999	5000	14824.53	9824.53	513	174.93	0.659	10000	175.47	0.9825	15000	3024	0	250	263.44	13.44	50	50.87	250	249.13	-0.87	50	50.64	114	14748
0.5	10000	0.5	100	500	0	0	0	0	0	212	0	0	55.18	0.1	0.04	156.82	0.1	0.04	0.7397	0.0	0.0	9788	0.45	9787.55	1.0	5000	14944.23	9944.23	212	55.32	0.7391	10000	55.77	0.9944	15000	3000	0	250	251.77	1.77	50	36.86	250	248.96	-1.04	50	49.88	39	14686
0.5	10000	0.5	100	1000	0	0	0	0	0	107	0	0	23.48	0.09	0.03	83.52	0.09	0.03	0.7806	0.0	0.0	9893	0.4	9892.6	1.0	5000	14975.99	9975.99	107	23.61	0.7794	10000	24.01	0.9976	15000	2990	0	250	236.06	-13.94	50	39.0	250	248.89	-1.11	50	49.92	17	12888
0.5	10000	0.5	200	0	0	0	0	0	0	10000	0	0	10006.21	2.65	0.62	6.21	2.65	0.62	0.0006	0.0	0.0	0	1288.84	1288.84	0.0	5000	3701.68	1298.32	10000	10009.48	0.0009	10000	11298.32	0.1298	15000	2992	0	250	251.0	1.0	50	63.46	250	248.08	-1.92	50	49.61	12008	2992
0.5	10000	0.5	200	5	0	0	0	0	0	8123	0	0	8000.68	0.4	0.26	122.32	0.4	0.26	0.0151	0.0	0.0	1877	2.73	1874.27	0.9985	5000	6995.93	1995.93	8123	8001.34	0.015	10000	8004.07	0.1996	15000	3062	0	250	259.27	9.27	50	48.48	250	249.03	-0.97	50	58.87	1691	9263
0.5	10000	0.5	200	10	0	0	0	0	0	6839	0	0	6575.39	0.48	0.19	263.61	0.48	0.19	0.0385	0.0	0.0	3161	2.04	3158.96	0.9994	5000	8421.91	3421.91	6839	6576.06	0.0384	10000	6578.09	0.3422	15000	3032	0	250	260.83	10.83	50	48.33	250	248.94	-1.06	50	58.62	1437	13338
0.5	10000	0.5	200	20	0	0	0	0	0	5196	0	0	4763.97	0.37	0.15	432.03	0.37	0.15	0.0831	0.0	0.0	4804	1.59	4802.41	0.9997	5000	10233.92	5233.92	5196	4764.49	0.083	10000	4766.08	0.5234	15000	3038	0	250	259.37	9.37	50	48.95	250	249.09	-0.91	50	55.88	1058	13745
0.5	10000	0.5	200	50	0	0	0	0	0	3020	0	0	2375.82	0.31	0.11	644.18	0.31	0.11	0.2133	0.0	0.0	6980	1.23	6978.77	0.9998	5000	12622.53	7622.53	3020	2376.24	0.2132	10000	2377.47	0.7623	15000	3005	0	250	258.77	8.77	50	49.46	250	249.35	-0.65	50	52.36	663	14244
0.5	10000	0.5	200	100	0	0	0	0	0	1778	0	0	1054.25	0.24	0.08	723.75	0.24	0.08	0.4071	0.0	0.0	8222	0.83	8221.17	0.9999	5000	13944.6	8944.6	1778	1054.56	0.4069	10000	1055.4	0.8945	15000	3020	0	250	258.1	8.1	50	48.2	250	248.78	-1.22	50	52.41	378	14198
0.5	10000	0.5	200	200	0	0	0	0	0	976	0	0	407.78	0.17	0.07	568.22	0.17	0.07	0.5822	0.0	0.0	9024	0.67	9023.33	0.9999	5000	14591.31	9591.31	976	408.01	0.582	10000	408.69	0.9591	15000	3023	0	250	258.11	8.11	50	47.25	250	248.86	-1.14	50	50.98	208	14517
0.5	10000	0.5	200	500	0	0	0	0	0	415	0	0	143.59	0.13	0.07	271.41	0.13	0.07	0.654	0.0	0.0	9585	0.61	9584.39	0.9999	5000	14855.6	9855.6	415	143.79	0.6535	10000	144.4	0.9856	15000	3047	0	250	255.58	5.58	50	48.58	250	248.17	-1.83	50	49.56	84	3660
0.5	10000	0.5	200	1000	0	0	0	0	0	212	0	0	55.18	0.1	0.04	156.82	0.1	0.04	0.7397	0.0	0.0	9788	0.45	9787.55	1.0	5000	14944.23	9944.23	212	55.32	0.7391	10000	55.77	0.9944	15000	3000	0	250	251.77	1.77	50	36.86	250	248.96	-1.04	50	49.88	39	14686
0.5	10000	0.5	500	0	0	0	0	0	0	10000	0	0	10006.21	2.65	0.62	6.21	2.65	0.62	0.0006	0.0	0.0	0	1288.84	1288.84	0.0	5000	3701.68	1298.32	10000	10009.48	0.0009	10000	11298.32	0.1298	15000	2992	0	250	251.0	1.0	50	63.46	250	248.08	-1.92	50	49.61	12008	2992
0.5	10000	0.5	500	5	0	0	0	0	0	9154	0	0	9066.1	0.54	0.19	87.9	0.54	0.19	0.0096	0.0	0.0	846	2.47	843.53	0.9971	5000	5930.7	930.7	9154	9066.84	0.0095	10000	9069.3	0.0931	15000	3037	0	250	257.4	7.4	50	49.21	250	249.61	-0.39	50	62.72	1947	13035
0.5	10000	0.5	500	10	0	0	0	0	0	8439	0	0	8297.3	0.44	0.25	141.7	0.44	0.25	0.0168	0.0	0.0	1561	2.46	1558.54	0.9984	5000	6699.55	1699.55	8439	8297.99	0.0167	10000	8300.45	0.17	15000	3058	0	250	259.06	9.06	50	47.06	250	249.03	-0.97	50	60.38	1741	11582
0.5	10000	0.5	500	20	0	0	0	0	0	7300	0	0	7101.7	0.44	0.24	198.3	0.44	0.24	0.0272	0.0	0.0	2700	2.11	2697.89	0.9992	5000	7895.5	2895.5	7300	7102.39	0.0271	10000	7104.5	0.2896	15000	3074	0	250	259.73	9.73	50	48.06	250	249.56	-0.44	50	60.78	1547	13445
0.5	10000	0.5	500	50	0	0	0	0	0	5196	0	0	4763.97	0.37	0.15	432.03	0.37	0.15	0.0831	0.0	0.0	4804	1.59	4802.41	0.9997	5000	10233.92	5233.92	5196	4764.49	0.083	10000	4766.08	0.5234	15000	3038	0	250	259.37	9.37	50	48.95	250	249.09	-0.91	50	55.88	1058	13745
0.5	10000	0.5	500	100	0	0	0	0	0	3510	0	0	3124.02	0.44	0.16	385.98	0.44	0.16	0.11	0.0	0.0	6490	1.96	6488.04	0.9997	5000	11873.41	6873.41	3510	3124.62	0.1098	10000	3126.59	0.6873	15000	3064	0	250	257.02	7.02	50	47.23	250	248.57	-1.43	50	50.58	757	3745
0.5	10000	0.5	500	200	0	0	0	0	0	2128	0	0	1336.42	0.21	0.08	791.58	0.21	0.08	0.372	0.0	0.0	7872	0.94	7871.06	0.9999	5000	13662.35	8662.35	2128	1336.71	0.3718	10000	1337.65	0.8662	15000	3000	0	250	256.02	6.02	50	46.9	250	248.86	-1.14	50	53.24	435	14355
0.5	10000	0.5	500	500	0	0	0	0	0	976	0	0	407.78	0.17	0.07	568.22	0.17	0.07	0.5822	0.0	0.0	9024	0.67	9023.33	0.9999	5000	14591.31	9591.31	976	408.01	0.582	10000	408.69	0.9591	15000	3023	0	250	258.11	8.11	50	47.25	250	248.86	-1.14	50	50.98	208	14517
0.5	10000	0.5	500	1000	0	0	0	0	0	513	0	0	174.76	0.11	0.06	338.24	0.11	0.06	0.6593	0.0	0.0	9487	0.54	9486.46	0.9999	5000	14824.53	9824.53	513	174.93	0.659	10000	175.47	0.9825	15000	3024	0	250	263.44	13.44	50	50.87	250	249.13	-0.87	50	50.64	114	14748
0.5	10000	0.5	1000	0	0	0	0	0	0	10000	0	0	10006.21	2.65	0.62	6.21	2.65	0.62	0.0006	0.0	0.0	0	1288.84	1288.84	0.0	5000	3701.68	1298.32	10000	10009.48	0.0009	10000	11298.32	0.1298	15000	2992	0	250	251.0	1.0	50	63.46	250	248.08	-1.92	50	49.61	12008	2992
0.5	10000	0.5	1000	5	0	0	0	0	0	9558	0	0	9491.55	0.49	0.32	66.45	0.49	0.32	0.007	0.0	0.0	442	2.49	439.51	0.9944	5000	5505.15	505.15	9558	9492.36	0.0069	10000	9494.85	0.0505	15000	3047	0	250	258.06	8.06	50	48.36	250	249.2	-0.8	50	62.38	1946	12809
0.5	10000	0.5	1000	10	0	0	0	0	0	9154	0	0	9066.1	0.54	0.19	87.9	0.54	0.19	0.0096	0.0	0.0	846	2.47	843.53	0.9971	5000	5930.7	930.7	9154	9066.84	0.0095	10000	9069.3	0.0931	15000	3037	0	250	257.4	7.4	50	49.21	250	249.61	-0.39	50	62.72	1947	13035
0.5	10000	0.5	1000	20	0	0	0	0	0	8439	0	0	8297.3	0.44	0.25	141.7	0.44	0.25	0.0168	0.0	0.0	1561	2.46	1558.54	0.9984	5000	6699.55	1699.55	8439	8297.99	0.0167	10000	8300.45	0.17	15000	3058	0	250	259.06	9.06	50	47.06	250	249.03	-0.97	50	60.38	1741	11582
0.5	10000	0.5	1000	50	0	0	0	0	0	6839	0	0	6575.39	0.48	0.19	263.61	0.48	0.19	0.0385	0.0	0.0	3161	2.04	3158.96	0.9994	5000	8421.91	3421.91	6839	6576.06	0.0384	10000	6578.09	0.3422	15000	3032	0	250	260.83	10.83	50	48.33	250	248.94	-1.06	50	58.62	1437	13338
0.5	10000	0.5	1000	100	0	0	0	0	0	5196	0	0	4763.97	0.37	0.15	432.03	0.37	0.15	0.0831	0.0	0.0	4804	1.59	4802.41	0.9997	5000	10233.92	5233.92	5196	4764.49	0.083	10000	4766.08	0.5234	15000	3038	0	250	259.37	9.37	50	48.95	250	249.09	-0.91	50	55.88	1058	13745
0.5	10000	0.5	1000	200	0	0	0	0	0	3510	0	0	3124.02	0.44	0.16	385.98	0.44	0.16	0.11	0.0	0.0	6490	1.96	6488.04	0.9997	5000	11873.41	6873.41	3510	3124.62	0.1098	10000	3126.59	0.6873	15000	3064	0	250	257.02	7.02	50	47.23	250	248.57	-1.43	50	50.58	757	3745
0.5	10000	0.5	1000	500	0	0	0	0	0	1778	0	0	1054.25	0.24	0.08	723.75	0.24	0.08	0.4071	0.0	0.0	8222	0.83	8221.17	0.9999	5000	13944.6	8944.6	1778	1054.56	0.4069	10000	1055.4	0.8945	15000	3020	0	250	258.1	8.1	50	48.2	250	248.78	-1.22	50	52.41	378	14198
0.5	10000	0.5	1000	1000	0	0	0	0	0	976	0	0	407.78	0.17	0.07	568.22	0.17	0.07	0.5822	0.0	0.0	9024	0.67	9023.33	0.9999	5000	14591.31	9591.31	976	408.01	0.582	10000	408.69	0.9591	15000	3023	0	250	258.11	8.11	50	47.25	250	248.86	-1.14	50	50.98	208	14517
0.5	10000	1.0	0	0	0	0	0	0	0	3403	3328	3269	3282.33	1.43	2870.79	120.67	3326.57	398.21	0.0355	0.9996	0.1218	0	1.7	1.7	0.0	10000	13843.75	3843.75	10000	6154.55	0.3845	10000	6156.25	0.3844	20000	6069	0	250	258.37	8.37	50	48.43	250	248.54	-1.46	50	51.0	1151	7397
0.5	10000	1.0	0	5	0	0	0	0	0	0	0	0	0.23	1.31	0.39	0.23	1.31	0.39	0.0	0.0	0.0	10000	11354.64	1354.64	0.1355	10000	8643.42	1356.58	0	1.93	0.0	10000	11356.58	0.1357	20000	6069	0	250	248.91	-1.09	50	49.97	250	248.42	-1.58	50	49.36	13931	6069
0.5	10000	1.0	0	10	0	0	0	0	0	0	0	0	0.23	1.31	0.39	0.23	1.31	0.39	0.0	0.0	0.0	10000	11354.64	1354.64	0.1355	10000	8643.42	1356.58	0	1.93	0.0	10000	11356.58	0.1357	20000	6069	0	250	248.91	-1.09	50	49.97	250	248.42	-1.58	50	49.36	13931	6069
0.5	10000	1.0	0	20	0	0	0	0	0	0	0	0	0.23	1.31	0.39	0.23	1.31	0.39	0.0	0.0	0.0	10000	11354.64	1354.64	0.1355	10000	8643.42	1356.58	0	1.93	0.0	10000	11356.58	0.1357	20000	6069	0	250	248.91	-1.09	50	49.97	250	248.42	-1.58	50	49.36	13931	6069
0.5	10000	1.0	0	50	0	0	0	0	0	0	0	0	0.23	1.31	0.39	0.23	1.31	0.39	0.0	0.0	0.0	10000	11354.64	1354.64	0.1355	10000	8643.42	1356.58	0	1.93	0.0	10000	11356.58	0.1357	20000	6069	0	250	248.91	-1.09	50	49.97	250	248.42	-1.58	50	49.36	13931	6069
0.5	10000	1.0	0	100	0	0	0	0	0	0	0	0	0.23	1.31	0.39	0.23	1.31	0.39	0.0	0.0	0.0	10000	11354.64	1354.64	0.1355	10000	8643.42	1356.58	0	1.93	0.0	10000	11356.58	0.1357	20000	6069	0	250	248.91	-1.09	50	49.97	250	248.42	-1.58	50	49.36	13931	6069
0.5	10000	1.0	0	200	0	0	0	0	0	0	0	0	0.23	1.31	0.39	0.23	1.31	0.39	0.0	0.0	0.0	10000	11354.64	1354.64	0.1355	10000	8643.42	1356.58	0	1.93	0.0	10000	11356.58	0.1357	20000	6069	0	250	248.91	-1.09	50	49.97	250	248.42	-1.58	50	49.36	13931	6069
0.5	10000	1.0	0	500	0	0	0	0	0	0	0	0	0.23	1.31	0.39	0.23	1.31	0.39	0.0	0.0	0.0	10000	11354.64	1354.64	0.1355	10000	8643.42	1356.58	0	1.93	0.0	10000	11356.58	0.1357	20000	6069	0	250	248.91	-1.09	50	49.97	250	248.42	-1.58	50	49.36	13931	6069
0.5	10000	1.0	0	1000	0	0	0	0	0	0	0	0	0.23	1.31	0.39	0.23	1.31	0.39	0.0	0.0	0.0	10000	11354.64	1354.64	0.1355	10000	8643.42	1356.58	0	1.93	0.0	10000	11356.58	0.1357	20000	6069	0	250	248.91	-1.09	50	49.97	250	248.42	-1.58	50	49.36	13931	6069
0.5	10000	1.0	5	0	0	0	0	0	0	10000	0	0	10022.66	1.31	0.39	22.66	1.31	0.39	0.0023	0.0	0.0	0	1548.88	1548.88	0.0	10000	8426.76	1573.24	10000	10024.36	0.0024	10000	11573.24	0.1573	20000	6069	0	250	250.48	0.48	50	61.73	250	248.42	-1.58	50	49.36	13931	6069
0.5	10000	1.0	5	5	0	0	0	0	0	976	0	0	398.91	0.21	0.07	577.09	0.21	0.07	0.5913	0.0	0.0	9024	0.65	9023.35	0.9999	10000	19600.17	9600.17	976	399.18	0.591	10000	399.83	0.96	20000	5978	0	250	258.11	8.11	50	47.25	250	248.7	-1.3	50	50.56	208	19459
0.5	10000	1.0	5	10	0	0	0	0	0	513	0	0	174.56	0.17	0.07	338.44	0.17	0.07	0.6597	0.0	0.0	9487	0.55	9486.45	0.9999	10000	19824.64	9824.64	513	174.8	0.6593	10000	175.36	0.9825	20000	6023	0	250	263.44	13.44	50	50.87	250	248.9	-1.1	50	50.31	114	19702
0.5	10000	1.0	5	20	0	0	0	0	0	263	0	0	90.81	0.16	0.06	172.19	0.16	0.06	0.6547	0.0	0.0	9737	0.48	9736.52	1.0	10000	19908.49	9908.49	263	91.03	0.6539	10000	91.51	0.9908	20000	6042	0	250	254.62	4.62	50	35.66	250	248.8	-1.2	50	50.36	60	19660
0.5	10000	1.0	5	50	0	0	0	0	0	107	0	0	23.44	0.13	0.05	83.56	0.13	0.05	0.781	0.0	0.0	9893	0.43	9892.57	1.0	10000	19975.96	9975.96	107	23.61	0.7793	10000	24.04	0.9976	20000	6095	0	250	236.06	-13.94	50	39.0	250	248.71	-1.29	50	49.74	17	17612
0.5	10000	1.0	5	100	0	0	0	0	0	54	0	0	22.44	0.18	0.05	31.56	0.18	0.05	0.5844	0.0	0.0	9946	0.42	9945.58	1.0	10000	19976.91	9976.91	54	22.67	0.5802	10000	23.09	0.9977	20000	6060	0	250	249.43	-0.57	50	39.41	250	248.83	-1.17	50	50.4	14	19908
0.5	10000	1.0	5	200	0	0	0	0	0	27	0	0	5.35	0.17	0.04	21.65	0.17	0.04	0.8019	0.0	0.0	9973	0.41	9972.59	1.0	10000	19994.02	9994.02	27	5.57	0.7938	10000	5.98	0.9994	20000	6086	0	250	255.5	5.5	50	15.79	250	248.75	-1.25	50	49.84	4	19816
0.5	10000	1.0	5	500	0	0	0	0	0	11	0	0	2.66	0.15	0.05	8.34	0.15	0.05	0.7584	0.0	0.0	9989	0.41	9988.59	1.0	10000	19996.74	9996.74	11	2.86	0.7403	10000	3.26	0.9997	20000	6061	0	250	250.0	0.0	50	43.0	250	248.74	-1.26	50	49.8	2	19921
0.5	10000	1.0	5	1000	0	0	0	0	0	5	0	0	0.3	1.3	0.71	4.7	1.3	0.71	0.9396	0.0	0.0	9995	11137.36	1142.36	0.1143	10000	8860.32	1139.68	5	2.32	0.5364	10000	11139.68	0.114	20000	6088	0	250	248.93	-1.07	50	49.9	250	248.33	-1.67	50	49.54	13912	6088
0.5	10000	1.0	10	0	0	0	0	0	0	10000	0	0	10022.66	1.31	0.39	22.66	1.31	0.39	0.0023	0.0	0.0	0	1548.88	1548.88	0.0	10000	8426.76	1573.24	10000	10024.36	0.0024	10000	11573.24	0.1573	20000	6069	0	250	250.48	0.48	50	61.73	250	248.42	-1.58	50	49.36	13931	6069
0.5	10000	1.0	10	5	0	0	0	0	0	1778	0	0	1011.57	0.25	0.08	766.43	0.25	0.08	0.4311	0.0	0.0	8222	0.85	8221.15	0.9999	10000	18987.25	8987.25	1778	1011.91	0.4309	10000	1012.75	0.8987	20000	6083	0	250	258.1	8.1	50	48.2	250	248.63	-1.37	50	51.63	378	19563
0.5	10000	1.0	10	10	0	0	0	0	0	976	0	0	398.91	0.21	0.07	577.09	0.21	0.07	0.5913	0.0	0.0	9024	0.65	9023.35	0.9999	10000	19600.17	9600.17	976	399.18	0.591	10000	399.83	0.96	20000	5978	0	250	258.11	8.11	50	47.25	250	248.7	-1.3	50	50.56	208	19459
0.5	10000	1.0	10	20	0	0	0	0	0	513	0	0	174.56	0.17	0.07	338.44	0.17	0.07	0.6597	0.0	0.0	9487	0.55	9486.45	0.9999	10000	19824.64	9824.64	513	174.8	0.6593	10000	175.36	0.9825	20000	6023	0	250	263.44	13.44	50	50.87	250	248.9	-1.1	50	50.31	114	19702
0.5	10000	1.0	10	50	0	0	0	0	0	212	0	0	54.9	0.15	0.04	157.1	0.15	0.04	0.741	0.0	0.0	9788	0.46	9787.54	1.0	10000	19944.45	9944.45	212	55.09	0.7401	10000	55.55	0.9944	20000	6097	0	250	251.77	1.77	50	36.86	250	248.76	-1.24	50	49.73	39	19646
0.5	10000	1.0	10	100	0	0	0	0	0	107	0	0	23.44	0.13	0.05	83.56	0.13	0.05	0.781	0.0	0.0	9893	0.43	9892.57	1.0	10000	19975.96	9975.96	107	23.61	0.7793	10000	24.04	0.9976	20000	6095	0	250	236.06	-13.94	50	39.0	250	248.71	-1.29	50	49.74	17	17612
0.5	10000	1.0	10	200	0	0	0	0	0	54	0	0	22.44	0.18	0.05	31.56	0.18	0.05	0.5844	0.0	0.0	9946	0.42	9945.58	1.0	10000	19976.91	9976.91	54	22.67	0.5802	10000	23.09	0.9977	20000	6060	0	250	249.43	-0.57	50	39.41	250	248.83	-1.17	50	50.4	14	19908
0.5	10000	1.0	10	500	0	0	0	0	0	22	0	0	10.4	0.16	0.04	11.6	0.16	0.04	0.5274	0.0	0.0	9978	0.39	9977.61	1.0	10000	19989.01	9989.01	22	10.6	0.5183	10000	10.99	0.9989	20000	6086	0	250	250.0	0.0	50	36.88	250	248.75	-1.25	50	49.83	8	19902
0.5	10000	1.0	10	1000	0	0	0	0	0	11	0	0	2.66	0.15	0.05	8.34	0.15	0.05	0.7584	0.0	0.0	9989	0.41	9988.59	1.0	10000	19996.74	9996.74	11	2.86	0.7403	10000	3.26	0.9997	20000	6061	0	250	250.0	0.0	50	43.0	250	248.74	-1.26	50	49.8	2	19921
0.5	10000	1.0	20	0	0	0	0	0	0	10000	0	0	10022.66	1.31	0.39	22.66	1.31	0.39	0.0023	0.0	0.0	0	1548.88	1548.88	0.0	10000	8426.76	1573.24	10000	10024.36	0.0024	10000	11573.24	0.1573	20000	6069	0	250	250.48	0.48	50	61.73	250	248.42	-1.58	50	49.36	13931	6069
0.5	10000	1.0	20	5	0	0	0	0	0	3020	0	0	2316.61	0.35	0.11	703.39	0.35	0.11	0.2329	0.0	0.0	6980	1.17	6978.83	0.9998	10000	17681.77	7681.77	3020	2317.06	0.2328	10000	2318.23	0.7682	20000	6088	0	250	258.77	8.77	50	49.46	250	249.04	-0.96	50	51.58	663	19174
0.5	10000	1.0	20	10	0	0	0	0	0	1778	0	0	1011.57	0.25	0.08	766.43	0.25	0.08	0.4311	0.0	0.0	8222	0.85	8221.15	0.9999	10000	18987.25	8987.25	1778	1011.91	0.4309	10000	1012.75	0.8987	20000	6083	0	250	258.1	8.1	50	48.2	250	248.63	-1.37	50	51.63	378	19563
0.5	10000	1.0	20	20	0	0	0	0	0	976	0	0	398.91	0.21	0.07	577.09	0.21	0.07	0.5913	0.0	0.0	9024	0.65	9023.35	0.9999	10000	19600.17	9600.17	976	399.18	0.591	10000	399.83	0.96	20000	5978	0	250	258.11	8.11	50	47.25	250	248.7	-1.3	50	50.56	208	19459
0.5	10000	1.0	20	50	0	0	0	0	0	415	0	0	132.88	0.2	0.05	282.12	0.2	0.05	0.6798	0.0	0.0	9585	0.52	9584.48	0.9999	10000	19866.35	9866.35	415	133.13	0.6792	10000	133.65	0.9866	20000	6098	0	250	255.58	5.58	50	48.58	250	248.41	-1.59	50	49.86	84	9249
0.5	10000	1.0	20	100	0	0	0	0	0	212	0	0	54.9	0.15	0.04	157.1	0.15	0.04	0.741	0.0	0.0	9788	0.46	9787.54	1.0	10000	19944.45	9944.45	212	55.09	0.7401	10000	55.55	0.9944	20000	6097	0	250	251.77	1.77	50	36.86	250	248.76	-1.24	50	49.73	39	19646
