strand_specificity	n_rna_fragments	gdna_fraction	TA1	NTA1	TD	TE	NTD	NTE	gdna	nrna_sparsity_alpha	gdna_prior_scale	mode	TA1_expected	TD_expected	TE_expected	TA1_observed	TD_observed	TE_observed	TA1_abs_diff	TD_abs_diff	TE_abs_diff	TA1_rel_err	TD_rel_err	TE_rel_err	nrna_expected	nrna_observed	nrna_abs_diff	nrna_rel_err	gdna_expected	gdna_observed	gdna_abs_diff	total_mrna_expected	total_mrna_observed	total_mrna_rel_err	total_rna_expected	total_rna_observed	total_rna_rel_err	n_fragments_actual	n_intergenic	n_chimeric	rna_fl_true_mean	rna_fl_est_mean	rna_fl_mean_err	rna_fl_true_std	rna_fl_est_std	gdna_fl_true_mean	gdna_fl_est_mean	gdna_fl_mean_err	gdna_fl_true_std	gdna_fl_est_std	rna_fl_n_obs	gdna_fl_n_obs	cal_kappa_true	cal_kappa_est	cal_kappa_err	cal_density_est	cal_gdna_fl_true_mean	cal_gdna_fl_est_mean	cal_gdna_fl_mean_err	cal_gdna_fl_true_std	cal_gdna_fl_est_std	cal_n_seed	cal_n_iterations	cal_converged	cal_mean_weight	cal_n_regions
0.5	10000	0.0	0	50	0	0	0	0	0	0.3	0.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.3	0.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.3	1.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.3	1.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.3	5.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.3	5.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.5	0.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.5	0.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.5	1.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.5	1.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.5	5.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.5	5.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.7	0.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.7	0.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.7	1.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.7	1.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.7	5.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.7	5.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.9	0.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.9	0.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.9	1.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.9	1.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.9	5.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	0.9	5.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	1.0	0.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	1.0	0.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	1.0	1.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	1.0	1.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	1.0	5.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	50	0	0	0	0	0	1.0	5.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.3	0.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.3	0.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.3	1.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.3	1.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.3	5.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.3	5.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.5	0.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.5	0.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.5	1.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.5	1.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.5	5.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.5	5.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.7	0.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.7	0.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.7	1.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.7	1.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.7	5.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.7	5.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.9	0.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.9	0.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.9	1.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.9	1.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.9	5.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	0.9	5.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	1.0	0.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	1.0	0.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	1.0	1.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	1.0	1.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	1.0	5.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	200	0	0	0	0	0	1.0	5.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	1000	0	0	0	0	0	0.3	0.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	1000	0	0	0	0	0	0.3	0.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	1000	0	0	0	0	0	0.3	1.0	map	0	0	0	0.27	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	10000	9999.73	0.27	0.0	0	0.0	0.0	0	0.27	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
0.5	10000	0.0	0	1000	0	0	0	0	0	0.3	1.0	vbem	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10000	10000.0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	0	0	250	249.05	-0.95	50	50.18	250.0			50.0		10000	0		50.0		7.3064e-01	250.0	246.21	-3.79	50.0	50.81	2	1	True	0.4305	13
