true_source	predicted_pool	count	row_rate
gdna	rna	3725095	0.20435355785831302
gdna	gdna	14207120	0.7793829469906126
gdna	unresolved	296462	0.016263495151074323
rna	rna	13481768	0.9636770006756291
rna	gdna	383809	0.027434673698012942
rna	unresolved	124347	0.008888325626357942
