elapsed_sec,rss_mb
0.000,3110.8
0.000,3110.8
0.127,3110.8
0.230,3110.8
0.336,3110.8
0.439,3110.8
0.544,3110.8
0.649,3110.8
0.754,3110.8
0.856,3110.8
0.961,3110.8
1.066,3110.8
1.168,3110.8
1.273,3110.8
1.379,3110.8
1.484,3110.8
1.585,3110.8
1.689,3110.8
1.794,3110.8
1.899,3110.8
2.004,3110.8
2.109,3110.8
2.209,3110.8
2.314,3110.8
2.419,3110.8
2.524,3110.8
2.630,3110.8
2.734,3110.8
2.839,3110.8
2.944,3110.8
3.049,3110.8
3.154,3110.8
3.259,3110.8
3.364,3110.8
3.470,3110.8
3.575,3110.8
3.680,3110.8
3.785,3110.8
3.890,3110.8
3.993,3110.8
4.098,3110.8
4.202,3110.8
4.307,3110.8
4.412,3110.8
4.517,3110.8
4.618,3110.8
4.723,3110.8
4.828,3110.8
4.934,3110.8
5.039,3110.8
5.144,3110.8
5.249,3110.8
5.354,3110.8
5.456,3110.8
5.562,3110.8
5.667,3110.8
5.767,3222.3
5.872,3246.5
5.977,3254.5
6.082,3262.7
6.186,3270.4
6.291,3278.2
6.393,3286.3
6.495,3294.0
6.600,3302.0
6.705,3309.6
6.810,3317.5
6.915,3325.8
7.020,3333.6
7.125,3341.4
7.227,3349.3
7.331,3357.4
7.436,3365.2
7.541,3373.2
7.646,3381.5
7.751,3389.6
7.855,3397.4
7.960,3405.0
8.065,3413.2
8.167,3420.9
8.272,3428.7
8.377,3436.4
8.482,3444.3
8.587,3452.4
8.692,3460.4
8.797,3468.1
8.902,3476.4
9.015,3530.9
9.129,3558.3
9.232,3621.8
9.337,3643.9
9.441,3668.4
9.546,3680.4
9.651,3693.3
9.756,3707.7
9.861,3715.4
9.963,3735.4
10.068,3736.5
10.172,3742.5
10.277,3742.5
10.382,3746.4
10.487,3758.0
10.592,3771.0
10.697,3782.6
10.802,3782.6
10.907,3790.4
11.012,3790.4
11.117,3790.4
11.218,3790.4
11.322,3798.1
11.427,3806.9
11.530,3806.9
11.635,3806.9
11.741,3807.0
11.859,3807.1
11.976,3807.1
12.093,3807.2
12.208,3807.2
12.326,3807.3
12.443,3807.3
12.561,3807.3
12.678,3816.3
12.790,3834.8
12.908,3854.0
13.025,3874.4
13.143,3878.1
13.260,3881.8
13.375,3885.3
13.492,3889.0
13.610,3892.7
13.727,3896.5
13.845,3900.2
13.961,3903.8
14.087,3905.5
14.379,4039.1
15.131,4039.1
15.241,4039.1
15.350,4039.1
15.467,4039.1
15.584,4039.1
15.693,4039.1
15.793,4039.1
15.898,4039.1
16.003,4039.1
16.107,4039.1
16.210,4039.1
16.315,4039.1
16.420,4039.1
16.525,4039.1
16.627,4039.1
16.730,4039.1
16.833,4039.1
16.938,4039.1
17.043,4039.1
17.148,4039.1
17.254,4039.1
17.364,4039.1
17.480,4039.1
17.598,4039.1
17.715,4039.1
17.832,4039.1
17.950,4039.1
18.064,4039.1
18.168,4039.1
18.273,4039.1
18.376,4039.1
18.477,4039.1
18.582,4039.1
18.687,4039.1
18.792,4039.1
18.897,4039.1
19.002,4039.1
19.104,4039.1
19.205,4039.1
19.310,4039.1
19.415,4039.1
19.518,4039.1
19.623,4039.1
19.728,4039.1
19.833,4039.1
19.935,4039.1
20.040,4039.1
20.143,4039.1
20.249,4039.1
20.352,4039.1
20.457,4039.1
20.561,4039.1
20.666,4039.1
20.767,4039.1
20.872,4039.1
20.976,4039.1
21.077,4039.1
21.182,4039.1
21.286,4039.1
21.386,4039.1
21.491,4039.1
21.593,4039.1
21.698,4039.1
21.802,4039.1
21.907,4039.1
22.012,4039.1
22.116,4039.1
22.221,4039.1
22.327,4039.1
22.430,4039.1
22.535,4039.1
22.640,4039.1
22.743,4039.1
22.848,4039.1
22.953,4039.1
23.058,4039.1
23.163,4039.1
23.268,4039.1
23.373,4039.1
23.477,4039.1
24.213,4039.1
24.222,4039.1
