TA1	TA2	TA3	TA4	TB	TC	NTA	gdna	strand_specificity	strand_symmetry_kappa	n_fragments	nrna_TB	nrna_TC	TA1_expected	TA2_expected	TA3_expected	TA4_expected	TB_expected	TC_expected	TA1_observed	TA2_observed	TA3_observed	TA4_observed	TB_observed	TC_observed	TA1_abs_diff	TA2_abs_diff	TA3_abs_diff	TA4_abs_diff	TB_abs_diff	TC_abs_diff	TA1_rel_err	TA2_rel_err	TA3_rel_err	TA4_rel_err	TB_rel_err	TC_rel_err	nrna_expected	nrna_observed	nrna_abs_diff	nrna_rel_err	gdna_expected	gdna_observed	gdna_abs_diff	total_mrna_expected	total_mrna_observed	total_mrna_rel_err	total_rna_expected	total_rna_observed	total_rna_rel_err	n_fragments_actual	n_intergenic	n_chimeric
100	0	0	3	0	0	0	1000	0.9	2.0	50000	0	0	278	0	0	8	0	0	167.79	0.29	0.66	0.31	2.56	0.53	110.21	0.29	0.66	7.69	2.56	0.53	0.3964	0.0	0.0	0.9613	0.0	0.0	0	0.0	0.0	0.0	49714	49827.86	113.86	286	172.14	0.3981	286	172.14	0.3981	50000	29787	0
100	0	0	3	0	0	0	1000	0.9	4.0	50000	0	0	278	0	0	8	0	0	198.44	0.47	0.93	0.49	2.56	1.38	79.56	0.47	0.93	7.51	2.56	1.38	0.2862	0.0	0.0	0.9389	0.0	0.0	0	0.0	0.0	0.0	49714	49795.72	81.72	286	204.28	0.2858	286	204.28	0.2858	50000	29787	0
100	0	0	3	0	0	0	1000	0.9	6.0	50000	0	0	278	0	0	8	0	0	234.02	0.88	1.38	0.85	2.56	24.25	43.98	0.88	1.38	7.15	2.56	24.25	0.1582	0.0	0.0	0.8937	0.0	0.0	0	0.0	0.0	0.0	49714	49736.07	22.07	286	263.93	0.0772	286	263.93	0.0772	50000	29787	0
100	0	0	3	0	0	10	0	1.0	2.0	50000	0	0	37512	0	0	707	0	0	37402.79	1.02	24.3	766.15	0.0	0.0	109.21	1.02	24.3	59.15	0.0	0.0	0.0029	0.0	0.0	0.0837	0.0	0.0	11781	11805.74	24.74	0.0021	0	0.0	0.0	38219	38194.26	0.0006	50000	50000.0	0.0	50000	0	0
100	0	0	3	0	0	10	0	1.0	4.0	50000	0	0	37512	0	0	707	0	0	37402.79	1.02	24.3	766.15	0.0	0.0	109.21	1.02	24.3	59.15	0.0	0.0	0.0029	0.0	0.0	0.0837	0.0	0.0	11781	11805.74	24.74	0.0021	0	0.0	0.0	38219	38194.26	0.0006	50000	50000.0	0.0	50000	0	0
100	0	0	3	0	0	10	0	1.0	6.0	50000	0	0	37512	0	0	707	0	0	37402.79	1.02	24.3	766.15	0.0	0.0	109.21	1.02	24.3	59.15	0.0	0.0	0.0029	0.0	0.0	0.0837	0.0	0.0	11781	11805.74	24.74	0.0021	0	0.0	0.0	38219	38194.26	0.0006	50000	50000.0	0.0	50000	0	0
100	0	0	3	0	0	10	0	0.95	2.0	50000	0	0	37434	0	0	785	0	0	37404.48	0.97	52.13	722.24	0.0	0.0	29.52	0.97	52.13	62.76	0.0	0.0	0.0008	0.0	0.0	0.0799	0.0	0.0	11781	11820.19	39.19	0.0033	0	0.0	0.0	38219	38179.81	0.001	50000	50000.0	0.0	50000	0	0
100	0	0	3	0	0	10	0	0.95	4.0	50000	0	0	37434	0	0	785	0	0	37404.48	0.97	52.13	722.24	0.0	0.0	29.52	0.97	52.13	62.76	0.0	0.0	0.0008	0.0	0.0	0.0799	0.0	0.0	11781	11820.19	39.19	0.0033	0	0.0	0.0	38219	38179.81	0.001	50000	50000.0	0.0	50000	0	0
100	0	0	3	0	0	10	0	0.95	6.0	50000	0	0	37434	0	0	785	0	0	37404.48	0.97	52.13	722.24	0.0	0.0	29.52	0.97	52.13	62.76	0.0	0.0	0.0008	0.0	0.0	0.0799	0.0	0.0	11781	11820.19	39.19	0.0033	0	0.0	0.0	38219	38179.81	0.001	50000	50000.0	0.0	50000	0	0
100	0	0	3	0	0	10	0	0.9	2.0	50000	0	0	37434	0	0	785	0	0	37404.47	0.97	52.13	722.24	0.0	0.0	29.53	0.97	52.13	62.76	0.0	0.0	0.0008	0.0	0.0	0.08	0.0	0.0	11781	11820.19	39.19	0.0033	0	0.0	0.0	38219	38179.81	0.001	50000	50000.0	0.0	50000	0	0
100	0	0	3	0	0	10	0	0.9	4.0	50000	0	0	37434	0	0	785	0	0	37404.47	0.97	52.13	722.24	0.0	0.0	29.53	0.97	52.13	62.76	0.0	0.0	0.0008	0.0	0.0	0.08	0.0	0.0	11781	11820.19	39.19	0.0033	0	0.0	0.0	38219	38179.81	0.001	50000	50000.0	0.0	50000	0	0
100	0	0	3	0	0	10	0	0.9	6.0	50000	0	0	37434	0	0	785	0	0	37404.47	0.97	52.13	722.24	0.0	0.0	29.53	0.97	52.13	62.76	0.0	0.0	0.0008	0.0	0.0	0.08	0.0	0.0	11781	11820.19	39.19	0.0033	0	0.0	0.0	38219	38179.81	0.001	50000	50000.0	0.0	50000	0	0
100	0	0	3	0	0	10	10	1.0	2.0	50000	0	0	16105	0	0	303	0	0	15920.1	0.76	12.28	274.82	3.31	0.51	184.9	0.76	12.28	28.18	3.31	0.51	0.0115	0.0	0.0	0.093	0.0	0.0	5058	4953.48	104.52	0.0207	28534	28834.73	300.73	16408	16211.79	0.012	21466	21165.27	0.014	50000	16935	0
100	0	0	3	0	0	10	10	1.0	4.0	50000	0	0	16105	0	0	303	0	0	15920.65	0.76	12.21	274.88	3.31	0.94	184.35	0.76	12.21	28.12	3.31	0.94	0.0114	0.0	0.0	0.0928	0.0	0.0	5058	5454.55	396.55	0.0784	28534	28332.71	201.29	16408	16212.74	0.0119	21466	21667.29	0.0094	50000	16935	0
100	0	0	3	0	0	10	10	1.0	6.0	50000	0	0	16105	0	0	303	0	0	15920.97	0.76	12.18	274.9	3.31	2.3	184.03	0.76	12.18	28.1	3.31	2.3	0.0114	0.0	0.0	0.0928	0.0	0.0	5058	5686.27	628.27	0.1242	28534	28099.3	434.7	16408	16214.43	0.0118	21466	21900.7	0.0203	50000	16935	0
