strand_specificity	n_rna_fragments	gdna_fraction	TA1	NTA1	TD	TE	NTD	NTE	gdna	TA1_expected	TD_expected	TE_expected	TA1_observed	TD_observed	TE_observed	TA1_abs_diff	TD_abs_diff	TE_abs_diff	TA1_rel_err	TD_rel_err	TE_rel_err	nrna_expected	nrna_observed	nrna_abs_diff	nrna_rel_err	gdna_expected	gdna_observed	gdna_abs_diff	total_mrna_expected	total_mrna_observed	total_mrna_rel_err	total_rna_expected	total_rna_observed	total_rna_rel_err	n_fragments_actual	n_intergenic	n_chimeric	rna_fl_true_mean	rna_fl_est_mean	rna_fl_mean_err	rna_fl_true_std	rna_fl_est_std	gdna_fl_true_mean	gdna_fl_est_mean	gdna_fl_mean_err	gdna_fl_true_std	gdna_fl_est_std	rna_fl_n_obs	gdna_fl_n_obs	cal_kappa_true	cal_kappa_est	cal_kappa_err	cal_density_est	cal_gdna_fl_true_mean	cal_gdna_fl_est_mean	cal_gdna_fl_mean_err	cal_gdna_fl_true_std	cal_gdna_fl_est_std	cal_n_seed	cal_n_iterations	cal_converged	cal_mean_weight	cal_n_regions
0.5	10000	0.0	10	500	0	0	0	0	0	22	0	0	48.0	0.0	0.0	26.0	0.0	0.0	1.1818	0.0	0.0	9978	9952.0	26.0	0.0026	0	0.0	0.0	22	48.0	1.1818	10000	10000.0	0.0	10000	0	0	250	250.0	0.0	50	36.88	250.0			50.0		8	0		0.625		1.6512e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	10	1000	0	0	0	0	0	11	0	0	14.0	0.0	0.0	3.0	0.0	0.0	0.2727	0.0	0.0	9989	281.0	9708.0	0.9719	0	9705.0	9705.0	11	14.0	0.2727	10000	295.0	0.9705	10000	0	0	250	250.0	0.0	50	43.0	250.0			50.0		2	0		1.0		1.6515e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	20	0	0	0	0	0	0	10000	0	0	10000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	10000.0	0.0	10000	0	0	250	259.18	9.18	50	47.49	250.0			50.0		2021	0		0.5052		0.0000e+00	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	20	5	0	0	0	0	0	3020	0	0	3016.0	0.0	0.0	4.0	0.0	0.0	0.0013	0.0	0.0	6980	6984.0	4.0	0.0006	0	0.0	0.0	3020	3016.0	0.0013	10000	10000.0	0.0	10000	0	0	250	258.77	8.77	50	49.46	250.0			50.0		663	0		0.5143		1.1550e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	20	10	0	0	0	0	0	1778	0	0	1855.0	0.0	0.0	77.0	0.0	0.0	0.0433	0.0	0.0	8222	8145.0	77.0	0.0094	0	0.0	0.0	1778	1855.0	0.0433	10000	10000.0	0.0	10000	0	0	250	258.1	8.1	50	48.2	250.0			50.0		378	0		0.5212		1.3501e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	20	20	0	0	0	0	0	976	0	0	1010.0	0.0	0.0	34.0	0.0	0.0	0.0348	0.0	0.0	9024	8990.0	34.0	0.0038	0	0.0	0.0	976	1010.0	0.0348	10000	10000.0	0.0	10000	0	0	250	258.11	8.11	50	47.25	250.0			50.0		208	0		0.524		1.4942e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	20	50	0	0	0	0	0	415	0	0	441.0	0.0	0.0	26.0	0.0	0.0	0.0627	0.0	0.0	9585	9559.0	26.0	0.0027	0	0.0	0.0	415	441.0	0.0627	10000	10000.0	0.0	10000	0	0	250	255.58	5.58	50	48.58	250.0			50.0		84	0		0.5119		1.5872e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	20	100	0	0	0	0	0	212	0	0	174.0	0.0	0.0	38.0	0.0	0.0	0.1792	0.0	0.0	9788	9826.0	38.0	0.0039	0	0.0	0.0	212	174.0	0.1792	10000	10000.0	0.0	10000	0	0	250	251.77	1.77	50	36.86	250.0			50.0		39	0		0.5128		1.6246e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	20	200	0	0	0	0	0	107	0	0	102.0	0.0	0.0	5.0	0.0	0.0	0.0467	0.0	0.0	9893	9301.0	592.0	0.0598	0	597.0	597.0	107	102.0	0.0467	10000	9403.0	0.0597	10000	0	0	250	236.06	-13.94	50	39.0	250.0			50.0		17	0		0.5882		1.6338e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	20	500	0	0	0	0	0	43	0	0	32.0	0.0	0.0	11.0	0.0	0.0	0.2558	0.0	0.0	9957	76.0	9881.0	0.9924	0	9892.0	9892.0	43	32.0	0.2558	10000	108.0	0.9892	10000	0	0	250	267.71	17.71	50	34.48	250.0			50.0		7	0		0.7143		1.6440e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	20	1000	0	0	0	0	0	22	0	0	37.0	0.0	0.0	15.0	0.0	0.0	0.6818	0.0	0.0	9978	9963.0	15.0	0.0015	0	0.0	0.0	22	37.0	0.6818	10000	10000.0	0.0	10000	0	0	250	250.0	0.0	50	36.88	250.0			50.0		8	0		0.625		1.6512e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	50	0	0	0	0	0	0	10000	0	0	10000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	10000.0	0.0	10000	0	0	250	259.18	9.18	50	47.49	250.0			50.0		2021	0		0.5052		0.0000e+00	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	50	5	0	0	0	0	0	5196	0	0	5212.0	0.0	0.0	16.0	0.0	0.0	0.0031	0.0	0.0	4804	4788.0	16.0	0.0033	0	0.0	0.0	5196	5212.0	0.0031	10000	10000.0	0.0	10000	0	0	250	259.37	9.37	50	48.95	250.0			50.0		1058	0		0.5085		7.9375e-219	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	50	10	0	0	0	0	0	3510	0	0	3485.0	0.0	0.0	25.0	0.0	0.0	0.0071	0.0	0.0	6490	6515.0	25.0	0.0039	0	0.0	0.0	3510	3485.0	0.0071	10000	10000.0	0.0	10000	0	0	250	257.02	7.02	50	47.23	250.0			50.0		757	0		0.5059		1.0714e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	50	20	0	0	0	0	0	2128	0	0	2145.0	0.0	0.0	17.0	0.0	0.0	0.008	0.0	0.0	7872	7855.0	17.0	0.0022	0	0.0	0.0	2128	2145.0	0.008	10000	10000.0	0.0	10000	0	0	250	256.02	6.02	50	46.9	250.0			50.0		435	0		0.5517		1.3056e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	50	50	0	0	0	0	0	976	0	0	1008.0	0.0	0.0	32.0	0.0	0.0	0.0328	0.0	0.0	9024	8992.0	32.0	0.0035	0	0.0	0.0	976	1008.0	0.0328	10000	10000.0	0.0	10000	0	0	250	258.11	8.11	50	47.25	250.0			50.0		208	0		0.524		1.4942e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	50	100	0	0	0	0	0	513	0	0	552.0	0.0	0.0	39.0	0.0	0.0	0.076	0.0	0.0	9487	9448.0	39.0	0.0041	0	0.0	0.0	513	552.0	0.076	10000	10000.0	0.0	10000	0	0	250	263.44	13.44	50	50.87	250.0			50.0		114	0		0.5351		1.5734e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	50	200	0	0	0	0	0	263	0	0	289.0	0.0	0.0	26.0	0.0	0.0	0.0989	0.0	0.0	9737	9711.0	26.0	0.0027	0	0.0	0.0	263	289.0	0.0989	10000	10000.0	0.0	10000	0	0	250	254.62	4.62	50	35.66	250.0			50.0		60	0		0.6167		1.6101e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	50	500	0	0	0	0	0	107	0	0	108.0	0.0	0.0	1.0	0.0	0.0	0.0093	0.0	0.0	9893	9300.0	593.0	0.0599	0	592.0	592.0	107	108.0	0.0093	10000	9408.0	0.0592	10000	0	0	250	236.06	-13.94	50	39.0	250.0			50.0		17	0		0.5882		1.6338e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	50	1000	0	0	0	0	0	54	0	0	83.0	0.0	0.0	29.0	0.0	0.0	0.537	0.0	0.0	9946	603.0	9343.0	0.9394	0	9314.0	9314.0	54	83.0	0.537	10000	686.0	0.9314	10000	0	0	250	249.43	-0.57	50	39.41	250.0			50.0		14	0		0.7143		1.6396e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	100	0	0	0	0	0	0	10000	0	0	10000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0	0.0	0.0	10000	10000.0	0.0	10000	10000.0	0.0	10000	0	0	250	259.18	9.18	50	47.49	250.0			50.0		2021	0		0.5052		0.0000e+00	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	100	5	0	0	0	0	0	6839	0	0	6865.0	0.0	0.0	26.0	0.0	0.0	0.0038	0.0	0.0	3161	3135.0	26.0	0.0082	0	0.0	0.0	6839	6865.0	0.0038	10000	10000.0	0.0	10000	0	0	250	260.83	10.83	50	48.33	250.0			50.0		1437	0		0.5177		5.2135e-219	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	100	10	0	0	0	0	0	5196	0	0	5202.0	0.0	0.0	6.0	0.0	0.0	0.0012	0.0	0.0	4804	4798.0	6.0	0.0012	0	0.0	0.0	5196	5202.0	0.0012	10000	10000.0	0.0	10000	0	0	250	259.37	9.37	50	48.95	250.0			50.0		1058	0		0.5085		7.9375e-219	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	100	20	0	0	0	0	0	3510	0	0	3531.0	0.0	0.0	21.0	0.0	0.0	0.006	0.0	0.0	6490	6469.0	21.0	0.0032	0	0.0	0.0	3510	3531.0	0.006	10000	10000.0	0.0	10000	0	0	250	257.02	7.02	50	47.23	250.0			50.0		757	0		0.5059		1.0714e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	100	50	0	0	0	0	0	1778	0	0	1845.0	0.0	0.0	67.0	0.0	0.0	0.0377	0.0	0.0	8222	8155.0	67.0	0.0081	0	0.0	0.0	1778	1845.0	0.0377	10000	10000.0	0.0	10000	0	0	250	258.1	8.1	50	48.2	250.0			50.0		378	0		0.5212		1.3501e-218	250.0			50.0		γ=0.000			0.0	13
0.5	10000	0.0	100	100	0	0	0	0	0	976	0	0	968.0	0.0	0.0	8.0	0.0	0.0	0.0082	0.0	0.0	9024	9032.0	8.0	0.0009	0	0.0	0.0	976	968.0	0.0082	10000	10000.0	0.0	10000	0	0	250	258.11	8.11	50	47.25	250.0			50.0		208	0		0.524		1.4942e-218	250.0			50.0		γ=0.000			0.0	13
