elapsed_sec,rss_mb
0.000,3851.9
0.000,3851.9
72.563,14231.8
72.921,14231.8
73.626,14231.8
73.731,15134.6
73.836,16425.7
73.938,16743.3
74.043,16743.6
74.148,16743.7
74.253,16744.0
74.359,16744.1
74.463,16744.1
74.568,16744.1
74.672,16744.2
74.777,16744.3
74.882,16744.3
74.987,16744.3
75.088,16744.3
75.188,16744.3
75.293,16744.3
75.398,16744.3
75.500,16744.3
75.605,16744.3
75.795,16744.4
75.903,16744.4
76.011,16744.4
76.128,16744.4
76.242,16744.4
76.360,16744.4
76.477,16744.4
76.591,16744.4
76.708,16744.4
76.813,16744.4
76.918,16744.4
77.023,16744.4
77.129,16744.4
77.234,16744.4
77.338,16744.4
77.443,16744.4
77.547,16744.4
77.652,16744.4
77.757,16744.4
77.862,16744.4
77.963,16744.4
78.068,16744.4
78.177,16744.4
84.549,16744.4
84.985,16744.4
85.326,16744.4
85.426,16744.4
85.537,16744.4
85.655,16744.4
85.771,16744.4
85.886,16744.4
86.002,16744.4
86.115,16744.4
86.226,16744.4
86.337,16744.4
86.454,16744.4
86.571,16744.4
86.688,16744.4
86.805,16744.4
86.922,16744.4
87.037,16744.4
87.154,16744.4
87.269,16744.4
87.387,16744.4
87.498,16744.4
87.603,16744.4
87.704,16744.4
87.805,16744.4
87.910,16744.4
88.013,16744.4
88.118,16744.4
88.222,16744.4
88.327,16744.4
88.430,16744.4
88.534,16995.0
88.637,17318.0
88.738,17608.5
88.843,17839.6
88.944,17839.6
89.046,17839.6
89.151,17839.6
89.255,17839.6
89.360,17862.1
89.465,17890.6
89.570,17907.4
89.672,17921.1
89.776,17933.0
89.881,17949.3
89.984,17962.9
90.089,17976.7
90.192,17988.5
90.297,18000.2
90.401,18007.9
90.506,18180.8
90.609,18474.5
90.711,18834.3
90.816,19551.2
90.921,20223.0
91.025,20856.6
91.129,21202.3
91.234,21279.1
91.340,21506.8
91.442,21636.0
91.543,21704.9
91.648,21755.0
91.751,21782.0
91.856,21851.0
91.959,21870.8
92.064,21879.6
92.167,21879.7
92.267,21879.7
92.372,21879.7
92.476,21879.7
92.581,21924.7
92.684,21924.7
92.789,21956.0
92.894,21988.7
92.999,21989.1
93.100,21995.9
93.201,21995.9
93.306,21995.9
93.411,21996.0
93.516,21996.0
93.621,22005.0
93.726,22008.5
93.831,22008.5
93.936,22009.7
94.041,22016.5
94.142,22019.8
94.247,22019.9
94.351,22046.5
94.456,22046.5
94.561,22053.2
94.666,22053.2
94.771,22069.8
94.876,22069.8
94.981,22069.8
95.086,22069.8
95.191,22073.0
95.296,22073.0
95.401,22073.0
95.506,22073.0
95.611,22073.0
95.717,22073.0
95.821,22073.0
95.926,22073.0
96.031,22073.4
96.134,22078.4
96.239,22078.4
96.342,22085.0
96.447,22085.0
96.552,22085.0
96.658,22085.0
96.763,22085.0
96.868,22085.0
96.973,22085.0
97.078,22085.0
97.183,22085.0
97.288,22085.0
97.393,22085.1
97.498,22085.1
97.603,22085.1
97.708,22085.1
97.812,22085.1
97.917,22085.1
98.022,22085.1
98.127,22085.1
98.233,22085.1
98.338,22085.1
98.443,22085.1
98.548,22085.1
98.653,22085.1
98.758,22085.1
98.863,22085.1
98.968,22085.1
99.073,22085.1
99.176,22085.1
99.281,22085.1
99.386,22085.1
99.491,22085.1
99.596,22088.7
99.701,22088.7
99.806,22092.0
99.911,22092.0
100.015,22092.0
100.117,22092.0
100.222,22092.0
100.327,22092.0
100.433,22092.0
100.538,22092.0
100.643,22092.0
100.748,22092.0
100.853,22092.0
100.961,22092.0
101.066,22092.0
101.171,22092.0
101.276,22092.0
101.381,22092.0
101.484,22092.0
101.589,22092.0
101.691,22092.0
101.796,22092.0
101.901,22092.0
102.006,22092.0
102.112,22092.0
102.217,22092.0
102.322,22092.1
102.427,22092.1
102.530,22092.1
102.633,22092.1
102.738,22092.1
102.843,22092.1
102.946,22092.1
103.052,22092.1
103.157,22092.1
103.262,22092.1
103.363,22092.1
103.468,22092.2
103.573,22092.2
103.678,22092.2
103.783,22092.2
103.889,22092.2
103.994,22100.3
104.097,22100.3
104.202,22100.3
104.307,22100.3
104.413,22100.3
104.517,22100.3
104.620,22100.3
104.726,22100.3
104.827,22100.3
104.932,22100.3
105.034,22100.3
105.139,22100.3
105.244,22100.3
105.349,22100.3
105.454,22100.3
105.559,22100.3
105.664,22100.3
105.769,22100.3
105.871,22100.3
105.976,22100.3
106.080,22100.3
106.185,22100.3
106.288,22100.3
106.393,22100.3
106.498,22100.3
106.603,22100.3
106.708,22100.3
106.813,22100.3
106.918,22100.3
107.021,22100.3
107.126,22100.3
107.231,22100.3
107.337,22100.3
107.438,22100.3
107.543,22100.4
107.648,22100.4
107.753,22100.4
107.858,22100.4
107.963,22100.4
108.067,22100.4
108.172,22100.4
108.277,22100.4
108.381,22104.4
108.486,22104.4
108.590,22104.4
108.695,22104.4
108.800,22104.4
108.905,22104.4
109.010,22104.4
109.115,22104.4
109.220,22104.4
109.326,22104.4
109.431,22104.4
109.536,22104.4
109.641,22104.4
109.745,22104.4
109.847,22104.4
109.950,22104.4
110.055,22104.4
110.160,22104.4
110.265,22106.8
110.370,22106.8
110.475,22106.8
110.580,22106.8
110.685,22106.8
110.789,22106.8
110.892,22106.8
110.997,22106.8
111.102,22106.8
111.207,22106.8
111.312,22106.8
111.418,22106.8
111.523,22106.8
111.628,22106.8
111.733,22106.8
111.838,22106.8
111.943,22106.8
112.048,22106.8
112.153,22106.8
112.258,22106.8
112.363,22106.8
112.467,22106.8
112.572,22106.8
112.676,22106.8
112.781,22106.8
112.886,22106.8
112.991,22106.8
113.096,22106.8
113.201,22106.8
113.306,22106.8
113.411,22106.8
113.516,22106.8
113.621,22106.8
113.725,22106.8
113.831,22106.8
113.934,22106.8
114.039,22106.8
114.144,22106.8
