true_source	predicted_pool	count	row_rate
gdna	mrna	1340635	0.0735453812693044
gdna	nrna	1571797	0.08622660876595707
gdna	gdna	15019783	0.8239645148136642
gdna	unresolved	296462	0.016263495151074323
rna	mrna	12959647	0.9263557829191924
rna	nrna	499406	0.03569754917896623
rna	gdna	406524	0.02905834227548341
rna	unresolved	124347	0.008888325626357942
