true_source	predicted_pool	count	row_rate
gdna	rna	2912432	0.15977199003526146
gdna	gdna	15019783	0.8239645148136642
gdna	unresolved	296462	0.016263495151074323
rna	rna	13459053	0.9620533320981587
rna	gdna	406524	0.02905834227548341
rna	unresolved	124347	0.008888325626357942
