true_source	predicted_binary	predicted_detail	zc	zs	cigar_class	nh	nm	count	rate_within_group
gdna	gdna	gdna	ambig_same_strand	unspliced	all_M	1	0	10625911	0.6838371552959821
rna	rna	mrna	ambig_same_strand	spliced_annot	contains_N	1	0	5441623	0.4231148197951833
rna	rna	mrna	ambig_same_strand	unspliced	all_M	1	0	2303012	0.17907130048629696
gdna	gdna	gdna	ambig_same_strand	unspliced	all_M	1	1	1637655	0.10539231286204465
rna	rna	mrna	ambig_same_strand	spliced_annot	all_M	1	0	1615638	0.12562435531168742
gdna	gdna	gdna	ambig_opp_strand	unspliced	all_M	1	0	1432508	0.09218994923435146
rna	rna	mrna	unambig	spliced_annot	contains_N	1	0	753430	0.05858314673366475
gdna	rna	nrna	ambig_same_strand	unspliced	all_M	1	0	713792	0.5361362753809442
gdna	rna	mrna	ambig_same_strand	unspliced	all_M	1	0	692668	0.6521100174638367
rna	rna	mrna	ambig_same_strand	spliced_annot	contains_N	1	1	590826	0.0459398301793985
rna	rna	mrna	ambig_opp_strand	unspliced	all_M	1	0	430795	0.033496577913182515
rna	gdna	gdna	ambig_same_strand	unspliced	all_M	1	0	336915	0.6624374015678364
gdna	gdna	gdna	ambig_same_strand	unspliced	all_M	1	2	295047	0.01898793441415175
gdna	rna	nrna	ambig_opp_strand	unspliced	all_M	1	0	281010	0.21106940781740216
rna	rna	mrna	ambig_same_strand	unspliced	all_M	1	1	281009	0.021849928301873295
gdna	gdna	gdna	unambig	unspliced	all_M	1	0	225060	0.014483877210237667
gdna	gdna	gdna	ambig_opp_strand	unspliced	all_M	1	1	222867	0.014342745322198695
rna	rna	mrna	unambig	spliced_annot	all_M	1	0	213193	0.01657687748243392
rna	rna	mrna	ambig_same_strand	spliced_implicit	all_M	1	0	203828	0.015848699457719256
gdna	gdna	gdna	ambig_same_strand	unspliced	all_M	1	>=3	194166	0.012495674497480702
gdna	gdna	gdna	.	unknown	all_M	1	0	192713	0.012402165772756294
rna	rna	mrna	ambig_same_strand	spliced_annot	all_M	1	1	184800	0.014369172340338512
rna	rna	nrna	ambig_same_strand	unspliced	all_M	1	0	168604	0.3398506788789628
gdna	rna	mrna	ambig_opp_strand	unspliced	all_M	1	0	162519	0.15300297967887252
gdna	unresolved	unresolved	missing	missing	other	1	0	147858	0.49874182863233735
gdna	rna	nrna	ambig_same_strand	unspliced	all_M	1	1	107348	0.08063015120594458
rna	unresolved	unresolved	missing	missing	other	1	0	98133	0.7891867113802504
rna	rna	nrna	unambig	unspliced	all_M	1	0	97179	0.19588117199342084
gdna	rna	mrna	ambig_same_strand	unspliced	all_M	1	1	94874	0.0893188162248928
gdna	gdna	gdna	ambig_same_strand	unspliced	soft_or_hard_clipped	1	0	90359	0.005815110018838822
rna	rna	mrna	unambig	spliced_annot	contains_N	1	1	87374	0.006793788225458534
gdna	unresolved	unresolved	.	unspliced	all_M	1	0	87026	0.29354858295498243
rna	rna	nrna	ambig_opp_strand	unspliced	all_M	1	0	83659	0.16862926113458251
rna	rna	mrna	ambig_same_strand	spliced_annot	contains_N	1	2	79651	0.006193284340261379
gdna	gdna	gdna	ambig_same_strand	unspliced	soft_or_hard_clipped	1	>=3	79365	0.005107584265487037
rna	rna	mrna	ambig_same_strand	spliced_annot	soft_or_hard_clipped	1	0	75852	0.0058978921015116715
rna	rna	mrna	ambig_same_strand	unspliced	soft_or_hard_clipped	1	0	74490	0.005791989435237098
gdna	gdna	gdna	ambig_same_strand	unspliced	other	1	1	62372	0.004013989111156775
rna	gdna	gdna	ambig_opp_strand	unspliced	all_M	1	0	58035	0.11410757787569381
rna	rna	mrna	ambig_opp_strand	unspliced	all_M	1	1	51436	0.003999419634727552
gdna	gdna	gdna	ambig_same_strand	unspliced	other	1	>=3	47876	0.003081089955200118
rna	gdna	gdna	ambig_same_strand	unspliced	all_M	1	1	45731	0.08991563097843291
rna	rna	mrna	ambig_same_strand	spliced_annot	contains_N	1	>=3	42673	0.003318050277485202
gdna	rna	nrna	ambig_opp_strand	unspliced	all_M	1	1	41572	0.031225142955001752
gdna	gdna	gdna	ambig_opp_strand	unspliced	all_M	1	2	40726	0.002620947228579664
gdna	gdna	gdna	.	unknown	all_M	1	1	40535	0.0026086553039944187
rna	rna	mrna	ambig_same_strand	unspliced	all_M	1	2	39373	0.0030614579142648713
gdna	gdna	gdna	unambig	unspliced	all_M	1	1	38705	0.002490884508230023
gdna	gdna	gdna	ambig_same_strand	unspliced	soft_or_hard_clipped	1	1	38435	0.0024735084891828168
gdna	rna	nrna	ambig_same_strand	spliced_implicit	all_M	1	0	33298	0.025010459206091802
gdna	gdna	gdna	multimapper	unspliced	all_M	2	0	32991	0.0021231564606902643
gdna	gdna	gdna	ambig_same_strand	unspliced	other	1	2	30053	0.0019340796312062234
rna	rna	mrna	unambig	spliced_annot	all_M	1	1	26544	0.002063935663430441
rna	rna	mrna	ambig_opp_strand	spliced_implicit	all_M	1	0	26520	0.002062069537152475
rna	rna	mrna	ambig_same_strand	spliced_annot	all_M	1	2	25869	0.002011450861862646
gdna	gdna	gdna	ambig_opp_strand	unspliced	all_M	1	>=3	25705	0.0016542613689201069
rna	rna	mrna	ambig_same_strand	spliced_implicit	all_M	1	1	24893	0.0019355617265586936
gdna	rna	mrna	ambig_opp_strand	unspliced	all_M	1	1	23657	0.022271805082870848
gdna	rna	nrna	unambig	unspliced	all_M	1	0	22935	0.017226706765923343
gdna	gdna	gdna	ambig_same_strand	unspliced	soft_or_hard_clipped	1	2	22175	0.0014270860087844143
rna	rna	nrna	ambig_same_strand	unspliced	all_M	1	1	21361	0.0430568097526365
rna	rna	nrna	multimapper	unspliced	all_M	3-10	0	21335	0.04300440223175412
gdna	rna	nrna	ambig_same_strand	unspliced	all_M	1	2	19243	0.014453608820434397
rna	rna	mrna	ambig_same_strand	unspliced	all_M	1	>=3	19178	0.0014911904066180301
gdna	unresolved	unresolved	.	unspliced	all_M	1	1	16949	0.057170902172959774
rna	rna	nrna	multimapper	unspliced	all_M	2	0	16217	0.03268818331344535
rna	rna	mrna	multimapper	spliced_annot	contains_N	2	0	16205	0.001260024013934987
rna	rna	mrna	ambig_same_strand	spliced_implicit	soft_or_hard_clipped	1	0	16125	0.0012538035930084335
gdna	rna	mrna	ambig_same_strand	unspliced	all_M	1	2	15989	0.015052791624889969
rna	rna	nrna	unambig	unspliced	all_M	1	1	14810	0.02985213016415648
rna	rna	mrna	ambig_opp_strand	unspliced	soft_or_hard_clipped	1	0	14217	0.0011054465539101332
gdna	gdna	gdna	multimapper	unspliced	all_M	3-10	0	14096	0.0009071569055163519
rna	rna	mrna	ambig_same_strand	spliced_annot	soft_or_hard_clipped	1	1	13975	0.001086629780607309
rna	rna	mrna	ambig_same_strand	unspliced	soft_or_hard_clipped	1	1	13106	0.001019060458292622
gdna	rna	nrna	ambig_same_strand	unspliced	all_M	1	>=3	12889	0.009681056180771135
rna	rna	mrna	ambig_same_strand	spliced_annot	all_M	1	>=3	12586	0.0009786277222700245
rna	rna	mrna	unambig	spliced_annot	contains_N	1	2	12166	0.0009459705124056187
gdna	gdna	gdna	ambig_opp_strand	unspliced	soft_or_hard_clipped	1	0	11946	0.0007687923093997119
rna	gdna	gdna	ambig_same_strand	unspliced	soft_or_hard_clipped	1	0	11852	0.023303231032699632
gdna	rna	mrna	ambig_same_strand	unspliced	all_M	1	>=3	10907	0.010268359387871342
rna	rna	mrna	ambig_same_strand	spliced_unannot	contains_N	1	0	10595	0.000823816996460425
rna	rna	mrna	ambig_same_strand	unspliced	other	1	1	10132	0.0007878163103479968
gdna	gdna	gdna	ambig_opp_strand	unspliced	soft_or_hard_clipped	1	>=3	10095	0.0006496700454872
gdna	gdna	gdna	.	unknown	all_M	1	2	10001	0.0006436206166337284
rna	rna	nrna	ambig_opp_strand	unspliced	all_M	1	1	9939	0.020033782694230336
rna	rna	mrna	unambig	spliced_annot	soft_or_hard_clipped	1	0	9348	0.0007268561852677728
rna	rna	mrna	multimapper	spliced_annot	all_M	2	0	9146	0.0007111496224282253
rna	gdna	gdna	unambig	unspliced	all_M	1	0	9013	0.017721230281616755
rna	rna	mrna	ambig_same_strand	spliced_unannot	all_M	1	0	8522	0.0006626303392011083
gdna	gdna	gdna	.	unknown	all_M	1	>=3	8232	0.0005297755140614791
rna	gdna	gdna	ambig_opp_strand	unspliced	all_M	1	1	7936	0.01560364845389
gdna	gdna	gdna	ambig_opp_strand	unspliced	other	1	1	7658	0.0004928353846796413
gdna	gdna	gdna	unambig	unspliced	all_M	1	2	7637	0.0004914839165315252
gdna	rna	nrna	ambig_opp_strand	unspliced	all_M	1	2	7434	0.005583751388614525
rna	rna	mrna	multimapper	unspliced	all_M	2	0	7195	0.0005594491070819025
rna	gdna	gdna	ambig_same_strand	unspliced	all_M	1	2	7026	0.013814419611521061
rna	rna	mrna	ambig_opp_strand	unspliced	all_M	1	2	6982	0.000542887236364954
gdna	gdna	gdna	multimapper	unspliced	all_M	2	1	6929	0.0004459201332521852
gdna	unresolved	unresolved	.	unspliced	soft_or_hard_clipped	1	0	6728	0.0226943082081346
gdna	gdna	gdna	ambig_opp_strand	unspliced	other	1	>=3	6718	0.00043234109614492426
rna	gdna	gdna	.	unknown	all_M	1	0	6491	0.01276251034705141
rna	rna	mrna	unambig	spliced_annot	contains_N	1	>=3	6307	0.000490402434797159
rna	rna	mrna	ambig_same_strand	spliced_annot	other	1	1	5947	0.00046241054062766846
gdna	rna	nrna	ambig_same_strand	unspliced	soft_or_hard_clipped	1	>=3	5780	0.004341415526794721
rna	rna	nrna	ambig_same_strand	spliced_unannot	contains_N	1	0	5650	0.011388557422517495
gdna	rna	nrna	ambig_same_strand	unspliced	soft_or_hard_clipped	1	0	5528	0.004152135818706093
gdna	rna	nrna	ambig_same_strand	spliced_implicit	all_M	1	1	5520	0.004146126939084231
rna	rna	nrna	ambig_same_strand	unspliced	soft_or_hard_clipped	1	0	5515	0.011116441448705132
gdna	gdna	gdna	.	unknown	soft_or_hard_clipped	1	>=3	5332	0.00034314419836926706
rna	rna	mrna	ambig_same_strand	unspliced	other	1	>=3	5247	0.0004079818575203256
gdna	rna	nrna	ambig_opp_strand	spliced_implicit	all_M	1	0	5212	0.003914785073642575
gdna	gdna	gdna	ambig_opp_strand	unspliced	soft_or_hard_clipped	1	1	5207	0.0003350997451066717
gdna	rna	mrna	ambig_same_strand	spliced_implicit	all_M	1	0	5015	0.004721355306699805
rna	rna	mrna	ambig_same_strand	unspliced	soft_or_hard_clipped	1	>=3	4931	0.0003834111948604394
rna	unresolved	unresolved	.	spliced_annot	contains_N	1	0	4912	0.03950236033036583
gdna	rna	nrna	ambig_opp_strand	unspliced	all_M	1	>=3	4900	0.003680438768389988
rna	rna	mrna	ambig_same_strand	spliced_annot	soft_or_hard_clipped	1	>=3	4873	0.0003789013896886882
gdna	rna	nrna	multimapper	spliced_annot	all_M	2	0	4791	0.003598567783542129
gdna	rna	nrna	multimapper	unspliced	all_M	2	0	4734	0.0035557545162363683
gdna	rna	mrna	ambig_same_strand	spliced_annot	contains_N	1	0	4595	0.004325947683805704
gdna	gdna	gdna	multimapper	unspliced	other	2	>=3	4541	0.0002922388981235637
rna	rna	nrna	ambig_same_strand	spliced_unannot	all_M	1	0	4497	0.009064485438771891
gdna	gdna	gdna	.	unknown	other	1	>=3	4473	0.0002878627155487118
gdna	unresolved	unresolved	.	unspliced	all_M	1	>=3	4405	0.014858565347329506
gdna	rna	mrna	ambig_same_strand	unspliced	soft_or_hard_clipped	1	0	4387	0.004130126765801006
rna	unresolved	unresolved	.	unspliced	all_M	1	0	4383	0.035248136263842315
gdna	rna	mrna	ambig_opp_strand	unspliced	all_M	1	2	4184	0.00393901308140219
gdna	gdna	gdna	unambig	unspliced	all_M	1	>=3	4174	0.0002686203833445838
gdna	unresolved	unresolved	.	unspliced	all_M	1	2	4165	0.01404901808663505
gdna	unresolved	unresolved	.	unspliced	soft_or_hard_clipped	1	>=3	4105	0.013846631271461435
rna	rna	nrna	multimapper	unspliced	all_M	3-10	1	4076	0.008215886735253329
rna	rna	mrna	ambig_same_strand	unspliced	other	1	2	4068	0.0003163084041152439
rna	rna	mrna	ambig_same_strand	spliced_annot	soft_or_hard_clipped	1	2	4005	0.00031140982263558304
gdna	rna	nrna	multimapper	unspliced	all_M	3-10	0	3996	0.003001435371119672
rna	rna	mrna	ambig_same_strand	spliced_implicit	all_M	1	2	3993	0.0003104767594966
gdna	rna	nrna	ambig_same_strand	unspliced	other	1	1	3986	0.0029939242715923456
gdna	gdna	gdna	ambig_opp_strand	unspliced	other	1	2	3897	0.00025079387491467247
gdna	gdna	gdna	.	unknown	all_M	2	0	3728	0.00023991777410364357
gdna	rna	mrna	ambig_same_strand	unspliced	soft_or_hard_clipped	1	>=3	3707	0.0034899429954010327
rna	rna	mrna	ambig_opp_strand	unspliced	all_M	1	>=3	3691	0.00028699467049886064
rna	rna	mrna	ambig_same_strand	unspliced	soft_or_hard_clipped	1	2	3661	0.0002846620126514031
gdna	rna	nrna	unambig	unspliced	all_M	1	1	3645	0.0027377957777105118
rna	gdna	gdna	ambig_same_strand	unspliced	all_M	1	>=3	3431	0.006745982591393219
gdna	rna	nrna	multimapper	spliced_annot	contains_N	2	0	3394	0.0025492671795746165
rna	rna	mrna	unambig	spliced_annot	all_M	1	2	3380	0.00026281278414688405
gdna	gdna	gdna	.	unknown	soft_or_hard_clipped	1	0	3376	0.00021726459371617507
rna	rna	nrna	ambig_same_strand	unspliced	all_M	1	2	3199	0.006448140742413003
rna	rna	mrna	ambig_opp_strand	spliced_implicit	all_M	1	1	3174	0.00024679520026100885
rna	rna	nrna	unambig	unspliced	soft_or_hard_clipped	1	0	3083	0.006214322572322379
rna	rna	mrna	ambig_same_strand	spliced_implicit	soft_or_hard_clipped	1	1	3044	0.00023668701625535946
rna	rna	nrna	ambig_same_strand	spliced_implicit	all_M	1	0	2987	0.006020817879833586
gdna	rna	nrna	ambig_same_strand	unspliced	other	1	>=3	2814	0.002113623406989679
gdna	gdna	gdna	ambig_opp_strand	unspliced	soft_or_hard_clipped	1	2	2813	0.00018103237622144565
gdna	gdna	gdna	multimapper	unspliced	all_M	3-10	1	2730	0.00017569085925508234
gdna	rna	mrna	ambig_opp_strand	unspliced	all_M	1	>=3	2648	0.0024929509176751913
rna	rna	mrna	ambig_opp_strand	unspliced	soft_or_hard_clipped	1	1	2629	0.00020441858269886336
rna	rna	nrna	ambig_opp_strand	unspliced	soft_or_hard_clipped	1	0	2625	0.005291143935240429
rna	rna	mrna	ambig_opp_strand	unspliced	other	1	1	2566	0.00019952000121920251
rna	rna	mrna	ambig_same_strand	spliced_implicit	all_M	1	>=3	2529	0.0001966430565406715
gdna	rna	nrna	ambig_same_strand	unspliced	soft_or_hard_clipped	1	1	2514	0.0018882904211698838
gdna	gdna	gdna	multimapper	unspliced	other	2	2	2489	0.00016018115336479853
gdna	unresolved	unresolved	.	unspliced	all_M	3-10	0	2458	0.008291113194945727
rna	rna	mrna	multimapper	spliced_annot	contains_N	2	1	2449	0.00019042263561411805
gdna	gdna	gdna	multimapper	unspliced	all_M	2	>=3	2415	0.00015541883703334207
rna	gdna	gdna	ambig_same_strand	unspliced	soft_or_hard_clipped	1	1	2385	0.004689352515439472
rna	unresolved	unresolved	.	unspliced	soft_or_hard_clipped	1	0	2337	0.01879418080050182
gdna	rna	mrna	ambig_same_strand	spliced_annot	all_M	1	0	2270	0.0021370840570705003
gdna	unresolved	unresolved	.	unspliced	soft_or_hard_clipped	1	1	2270	0.007656967840735069
gdna	gdna	gdna	.	unknown	all_M	3-10	0	2247	0.00014460709184841393
gdna	rna	mrna	ambig_same_strand	unspliced	other	1	1	2147	0.002021286110365799
gdna	gdna	gdna	multimapper	unspliced	all_M	2	2	2103	0.00013533988168990408
rna	gdna	gdna	ambig_same_strand	unspliced	other	1	1	2069	0.0040680378844630055
rna	gdna	gdna	ambig_opp_strand	unspliced	soft_or_hard_clipped	1	0	2057	0.004044443657970228
rna	rna	mrna	ambig_opp_strand	spliced_implicit	soft_or_hard_clipped	1	0	2047	0.0001591650204581869
rna	rna	mrna	ambig_same_strand	spliced_annot	other	1	>=3	2038	0.00015846522310394962
gdna	unresolved	unresolved	.	unspliced	all_M	2	0	2037	0.0068710323751442004
gdna	gdna	gdna	multimapper	unspliced	soft_or_hard_clipped	2	>=3	2007	0.00012916174158423085
gdna	gdna	gdna	.	unknown	other	1	1	2005	0.00012903303033202934
rna	rna	nrna	multimapper	unspliced	all_M	2	1	2003	0.004037394781823459
gdna	rna	mrna	multimapper	spliced_annot	all_M	2	0	1987	0.0018706546349775701
rna	rna	mrna	multimapper	spliced_annot	contains_N	3-10	0	1941	0.00015092296273050353
gdna	rna	nrna	ambig_opp_strand	unspliced	soft_or_hard_clipped	1	0	1924	0.0014451355490576199
gdna	gdna	gdna	unambig	unspliced	soft_or_hard_clipped	1	0	1902	0.00012240440084365078
gdna	gdna	gdna	.	unknown	other	1	2	1896	0.0001220182670870462
gdna	rna	nrna	ambig_opp_strand	unspliced	soft_or_hard_clipped	1	>=3	1881	0.001412837821090116
gdna	rna	mrna	multimapper	unspliced	all_M	2	0	1870	0.0017605053685999276
rna	rna	mrna	ambig_same_strand	spliced_annot	other	1	2	1853	0.0001440804997112947
gdna	rna	nrna	ambig_same_strand	unspliced	other	1	2	1817	0.0013647667841152262
gdna	rna	mrna	ambig_same_strand	unspliced	soft_or_hard_clipped	1	1	1810	0.0017040185653293416
rna	rna	nrna	unambig	unspliced	all_M	1	2	1804	0.003636275679685232
gdna	gdna	gdna	.	unknown	soft_or_hard_clipped	1	1	1799	0.00011577577135527221
gdna	rna	mrna	ambig_same_strand	unspliced	other	1	>=3	1786	0.0016814238440211072
rna	rna	mrna	unambig	spliced_annot	soft_or_hard_clipped	1	1	1754	0.0001363827288146848
rna	rna	mrna	unambig	spliced_annot	all_M	1	>=3	1737	0.0001350608893677922
gdna	rna	mrna	unambig	spliced_annot	contains_N	1	0	1672	0.001574098917806994
rna	rna	mrna	ambig_same_strand	spliced_unannot	contains_N	1	1	1665	0.00012946251053389405
rna	rna	mrna	ambig_opp_strand	spliced_unannot	contains_N	1	0	1575	0.0001224645369915214
rna	rna	nrna	ambig_opp_strand	unspliced	all_M	1	2	1570	0.0031646079917437998
gdna	rna	nrna	ambig_same_strand	unspliced	soft_or_hard_clipped	1	2	1498	0.0011251627091935106
gdna	gdna	gdna	multimapper	unspliced	all_M	>10	0	1481	9.531068225522965e-05
rna	rna	mrna	ambig_opp_strand	unspliced	other	1	>=3	1476	0.0001147667660949115
rna	rna	nrna	ambig_same_strand	unspliced	all_M	1	>=3	1470	0.0029630406037346405
gdna	unresolved	unresolved	.	unspliced	all_M	3-10	>=3	1464	0.004938238290236185
rna	rna	mrna	ambig_opp_strand	spliced_unannot	all_M	1	0	1444	0.0001122785977242901
gdna	rna	mrna	multimapper	spliced_annot	contains_N	2	0	1423	0.0013396786842340624
gdna	gdna	gdna	unambig	unspliced	soft_or_hard_clipped	1	>=3	1309	8.424151456589846e-05
rna	rna	mrna	multimapper	unspliced	all_M	3-10	0	1303	0.00010131510584123962
rna	gdna	gdna	ambig_opp_strand	unspliced	all_M	1	2	1298	0.002552108832302069
