true_source	predicted_binary	predicted_detail	zc	zs	cigar_class	nh	nm	count	rate_within_group
rna	unresolved	unresolved	.	spliced_annot	contains_N	2	1	129	0.0010374194793601776
rna	rna	mrna	multimapper	unspliced	soft_or_hard_clipped	2	>=3	128	9.95267348248555e-06
rna	rna	nrna	ambig_same_strand	spliced_implicit	soft_or_hard_clipped	1	1	128	0.0002580062566517238
gdna	rna	mrna	multimapper	spliced_unannot	all_M	2	1	128	0.00012050518031058328
rna	rna	mrna	multimapper	spliced_annot	all_M	2	>=3	128	9.95267348248555e-06
rna	rna	mrna	multimapper	spliced_annot	soft_or_hard_clipped	2	1	128	9.95267348248555e-06
gdna	gdna	gdna	multimapper	unspliced	soft_or_hard_clipped	3-10	1	126	8.108808888696109e-06
rna	rna	nrna	ambig_opp_strand	spliced_unannot	contains_N	1	1	126	0.0002539749088915406
rna	rna	mrna	ambig_opp_strand	spliced_implicit	soft_or_hard_clipped	1	2	125	9.719407697739795e-06
gdna	rna	nrna	multimapper	spliced_annot	contains_N	2	2	125	9.388874409158134e-05
rna	rna	mrna	multimapper	spliced_annot	other	2	1	124	9.641652436157876e-06
gdna	rna	mrna	multimapper	unspliced	other	2	2	124	0.00011673939342587755
rna	unresolved	unresolved	.	spliced_annot	soft_or_hard_clipped	3-10	0	124	0.0009972094220206359
rna	rna	nrna	multimapper	unspliced	all_M	2	>=3	123	0.00024792788725126584
gdna	rna	nrna	multimapper	unspliced	other	3-10	>=3	123	9.238652418611603e-05
rna	rna	mrna	multimapper	spliced_annot	other	2	2	122	9.48614191299404e-06
gdna	unresolved	unresolved	.	spliced_unannot	contains_N	1	0	122	0.0004115198575196821
gdna	rna	mrna	ambig_same_strand	spliced_unannot	contains_N	1	2	121	0.00011391505326234825
gdna	rna	nrna	multimapper	spliced_unannot	all_M	2	>=3	121	9.088430428065073e-05
gdna	rna	mrna	multimapper	spliced_annot	all_M	3-10	0	121	0.00011391505326234825
rna	gdna	gdna	ambig_opp_strand	unspliced	other	1	2	121	0.00023790845046883696
rna	rna	nrna	unambig	unspliced	other	1	>=3	119	0.00023986519173089946
rna	gdna	gdna	.	unknown	all_M	1	>=3	119	0.0002339760793867074
rna	rna	mrna	multimapper	unspliced	soft_or_hard_clipped	2	1	118	9.175120866666366e-06
gdna	rna	nrna	multimapper	unspliced	all_M	>10	>=3	117	8.787986446972014e-05
rna	unresolved	unresolved	.	unspliced	all_M	3-10	>=3	117	0.0009409153417452773
rna	rna	mrna	multimapper	unspliced	other	2	1	117	9.097365605084448e-06
rna	gdna	gdna	.	unknown	other	1	>=3	115	0.00022611133722244832
gdna	unresolved	unresolved	.	unspliced	soft_or_hard_clipped	>10	0	115	0.0003879080624160938
rna	gdna	gdna	unambig	unspliced	all_M	1	>=3	115	0.00022611133722244832
gdna	rna	mrna	ambig_same_strand	spliced_unannot	all_M	1	1	114	0.00010732492621411322
gdna	rna	nrna	ambig_same_strand	spliced_implicit	other	1	>=3	113	8.487542465878953e-05
rna	rna	mrna	ambig_same_strand	spliced_unannot	soft_or_hard_clipped	1	1	111	8.630834035592938e-06
rna	rna	nrna	ambig_same_strand	spliced_unannot	all_M	1	2	111	0.00022373980069016674
gdna	rna	nrna	multimapper	spliced_unannot	contains_N	2	1	111	8.337320475332423e-05
rna	unresolved	unresolved	.	unspliced	all_M	2	1	109	0.0008765792500020105
gdna	rna	mrna	multimapper	spliced_unannot	contains_N	2	>=3	109	0.00010261769260823107
gdna	rna	nrna	unambig	unspliced	soft_or_hard_clipped	1	>=3	109	8.187098484785892e-05
gdna	gdna	gdna	multimapper	unspliced	all_M	>10	2	108	6.950407618882379e-06
gdna	rna	nrna	multimapper	spliced_annot	all_M	2	>=3	107	8.036876494239362e-05
rna	unresolved	unresolved	.	spliced_unannot	all_M	1	1	107	0.0008604952270661938
rna	rna	nrna	unambig	unspliced	other	1	2	107	0.00021567710516980036
rna	unresolved	unresolved	.	spliced_annot	all_M	1	>=3	105	0.0008444112041303771
gdna	unresolved	unresolved	.	spliced_unannot	all_M	1	0	105	0.00035417692655382476
gdna	rna	mrna	multimapper	unspliced	all_M	>10	1	105	9.885190572352535e-05
gdna	rna	mrna	multimapper	unspliced	all_M	2	2	104	9.791045900234891e-05
rna	rna	nrna	multimapper	unspliced	other	2	2	104	0.0002096300835295256
rna	rna	nrna	ambig_opp_strand	spliced_unannot	all_M	1	1	104	0.0002096300835295256
rna	rna	nrna	ambig_opp_strand	unspliced	other	1	2	103	0.000207614409649434
gdna	gdna	gdna	multimapper	unspliced	other	3-10	2	103	6.628629488378564e-06
gdna	rna	nrna	multimapper	unspliced	soft_or_hard_clipped	3-10	1	103	7.736432513146303e-05
gdna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	2	0	103	0.000347430699381371
gdna	unresolved	unresolved	.	spliced_unannot	contains_N	1	1	103	0.000347430699381371
gdna	rna	nrna	multimapper	unspliced	all_M	>10	2	102	7.661321517873036e-05
rna	unresolved	unresolved	.	spliced_annot	soft_or_hard_clipped	1	2	102	0.000820285169726652
gdna	gdna	gdna	.	unknown	soft_or_hard_clipped	2	1	101	6.499918236177039e-06
gdna	rna	nrna	ambig_opp_strand	spliced_implicit	soft_or_hard_clipped	1	>=3	101	7.586210522599771e-05
gdna	rna	nrna	multimapper	spliced_unannot	all_M	>10	0	101	7.586210522599771e-05
gdna	rna	mrna	ambig_opp_strand	spliced_implicit	soft_or_hard_clipped	1	0	101	9.508611883881961e-05
gdna	rna	nrna	multimapper	spliced_unannot	contains_N	3-10	1	100	7.511099527326507e-05
gdna	rna	nrna	multimapper	spliced_unannot	all_M	3-10	2	100	7.511099527326507e-05
rna	unresolved	unresolved	.	unspliced	soft_or_hard_clipped	3-10	>=3	100	0.0008042011467908353
gdna	rna	nrna	multimapper	spliced_unannot	contains_N	2	2	99	7.435988532053242e-05
rna	rna	mrna	multimapper	spliced_annot	soft_or_hard_clipped	2	>=3	99	7.697770896609917e-06
gdna	rna	mrna	multimapper	spliced_annot	contains_N	3-10	0	99	9.320322539646674e-05
gdna	rna	mrna	ambig_same_strand	spliced_implicit	soft_or_hard_clipped	1	>=3	98	9.226177867529032e-05
gdna	rna	mrna	multimapper	unspliced	soft_or_hard_clipped	>10	>=3	98	9.226177867529032e-05
rna	unresolved	unresolved	.	spliced_annot	all_M	1	2	94	0.0007559490779833852
gdna	rna	nrna	ambig_same_strand	spliced_implicit	soft_or_hard_clipped	1	2	94	7.060433555686916e-05
gdna	rna	nrna	multimapper	spliced_annot	contains_N	2	>=3	93	6.985322560413651e-05
rna	unresolved	unresolved	.	unspliced	soft_or_hard_clipped	3-10	1	92	0.0007398650550475685
rna	rna	mrna	ambig_same_strand	spliced_unannot	all_M	1	>=3	91	7.07572880395457e-06
rna	rna	mrna	multimapper	spliced_annot	contains_N	>10	0	91	7.07572880395457e-06
gdna	gdna	gdna	multimapper	unspliced	soft_or_hard_clipped	3-10	2	90	5.7920063490686485e-06
rna	rna	nrna	multimapper	spliced_unannot	all_M	3-10	0	90	0.0001814106492082433
rna	gdna	gdna	multimapper	unspliced	soft_or_hard_clipped	3-10	0	90	0.00017695669869582914
rna	unresolved	unresolved	.	spliced_annot	all_M	3-10	0	90	0.0007237810321117518
gdna	rna	nrna	multimapper	spliced_unannot	all_M	3-10	>=3	90	6.759989574593856e-05
rna	gdna	gdna	multimapper	unspliced	all_M	>10	0	89	0.00017499051315476437
gdna	gdna	gdna	.	unknown	soft_or_hard_clipped	2	2	89	5.727650722967886e-06
rna	gdna	gdna	.	unknown	soft_or_hard_clipped	1	1	89	0.00017499051315476437
rna	rna	nrna	ambig_same_strand	spliced_implicit	all_M	1	2	89	0.0001793949753281517
gdna	gdna	gdna	.	unknown	contains_N	1	0	88	5.663295096867123e-06
rna	rna	mrna	multimapper	spliced_annot	contains_N	3-10	>=3	87	6.764707757626897e-06
rna	rna	mrna	multimapper	spliced_annot	soft_or_hard_clipped	3-10	0	87	6.764707757626897e-06
rna	rna	mrna	multimapper	spliced_annot	all_M	3-10	1	87	6.764707757626897e-06
gdna	rna	mrna	multimapper	spliced_annot	contains_N	2	2	85	8.00229712999967e-05
rna	rna	mrna	ambig_opp_strand	spliced_implicit	other	1	1	83	6.453686711299223e-06
gdna	gdna	gdna	.	unknown	all_M	>10	2	82	5.277161340262546e-06
rna	rna	mrna	multimapper	spliced_unannot	all_M	3-10	0	81	6.298176188135387e-06
rna	unresolved	unresolved	.	spliced_annot	contains_N	3-10	2	81	0.0006514029289005766
gdna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	2	1	81	0.0002732222004843791
gdna	rna	mrna	ambig_same_strand	spliced_annot	all_M	1	2	80	7.531573769411454e-05
rna	unresolved	unresolved	.	unspliced	soft_or_hard_clipped	2	>=3	80	0.0006433609174326683
gdna	unresolved	unresolved	.	unspliced	other	2	>=3	80	0.0002698490868981522
rna	unresolved	unresolved	.	unspliced	all_M	2	>=3	79	0.0006353189059647599
gdna	gdna	gdna	multimapper	unspliced	other	3-10	1	79	5.084094461960258e-06
gdna	rna	nrna	ambig_same_strand	spliced_unannot	all_M	1	2	78	5.858657631314675e-05
rna	rna	mrna	ambig_opp_strand	spliced_unannot	contains_N	1	>=3	78	6.064910403389632e-06
rna	rna	mrna	multimapper	spliced_unannot	contains_N	2	0	78	6.064910403389632e-06
gdna	rna	nrna	multimapper	unspliced	soft_or_hard_clipped	2	2	77	5.7835466360414104e-05
gdna	gdna	gdna	.	unknown	all_M	>10	>=3	77	4.955383209758733e-06
rna	rna	nrna	multimapper	spliced_unannot	all_M	2	0	76	0.000153191214886961
gdna	rna	nrna	multimapper	unspliced	soft_or_hard_clipped	2	1	76	5.708435640768145e-05
rna	gdna	gdna	multimapper	unspliced	soft_or_hard_clipped	2	0	76	0.00014943010112092238
rna	unresolved	unresolved	.	spliced_annot	soft_or_hard_clipped	2	0	75	0.0006031508600931265
rna	gdna	gdna	multimapper	unspliced	other	2	>=3	75	0.0001474639155798576
gdna	gdna	gdna	.	unknown	contains_N	3-10	>=3	74	4.762316331456444e-06
gdna	rna	mrna	multimapper	unspliced	soft_or_hard_clipped	2	0	74	6.966705736705595e-05
rna	unresolved	unresolved	.	unspliced	soft_or_hard_clipped	2	1	74	0.0005951088486252182
rna	unresolved	unresolved	.	spliced_annot	contains_N	>10	0	74	0.0005951088486252182
gdna	rna	nrna	multimapper	spliced_unannot	contains_N	3-10	2	74	5.558213650221615e-05
rna	rna	nrna	ambig_same_strand	spliced_unannot	soft_or_hard_clipped	1	1	73	0.00014714419324668624
rna	rna	mrna	ambig_opp_strand	spliced_unannot	soft_or_hard_clipped	1	0	73	5.67613409548004e-06
gdna	rna	nrna	multimapper	spliced_unannot	soft_or_hard_clipped	2	>=3	73	5.48310265494835e-05
gdna	rna	mrna	multimapper	spliced_unannot	contains_N	3-10	0	73	6.872561064587953e-05
rna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	1	0	71	0.0005709828142214931
gdna	rna	mrna	multimapper	unspliced	all_M	>10	2	71	6.684271720352666e-05
rna	rna	nrna	ambig_same_strand	spliced_implicit	all_M	1	>=3	69	0.00013908149772631987
gdna	rna	nrna	multimapper	unspliced	soft_or_hard_clipped	3-10	2	69	5.182658673855289e-05
gdna	rna	mrna	ambig_same_strand	spliced_annot	all_M	1	>=3	69	6.49598237611738e-05
gdna	gdna	gdna	.	unknown	contains_N	2	>=3	68	4.376182574851868e-06
gdna	rna	mrna	multimapper	spliced_unannot	contains_N	2	0	68	6.401837703999736e-05
gdna	gdna	gdna	.	unknown	contains_N	1	1	66	4.247471322650342e-06
rna	rna	nrna	multimapper	unspliced	soft_or_hard_clipped	2	>=3	65	0.0001310188022059535
gdna	rna	nrna	multimapper	unspliced	soft_or_hard_clipped	>10	0	65	4.882214692762229e-05
rna	rna	nrna	multimapper	spliced_annot	all_M	2	1	65	0.0001310188022059535
rna	rna	mrna	multimapper	spliced_annot	contains_N	3-10	2	65	5.054092002824693e-06
rna	unresolved	unresolved	.	unspliced	all_M	3-10	2	64	0.0005146887339461346
rna	rna	mrna	multimapper	unspliced	all_M	>10	0	64	4.976336741242775e-06
gdna	gdna	gdna	.	unknown	other	3-10	>=3	64	4.118760070448817e-06
gdna	unresolved	unresolved	.	unspliced	soft_or_hard_clipped	>10	1	63	0.00021250615593229486
gdna	rna	mrna	multimapper	spliced_unannot	contains_N	2	1	63	5.931114343411521e-05
rna	gdna	gdna	.	unknown	all_M	3-10	0	63	0.0001238696890870804
gdna	rna	nrna	ambig_same_strand	spliced_unannot	all_M	1	>=3	62	4.656881706942434e-05
rna	gdna	gdna	.	unknown	soft_or_hard_clipped	1	>=3	62	0.00012190350354601562
gdna	rna	mrna	multimapper	spliced_unannot	all_M	3-10	1	61	5.7428249991762344e-05
rna	unresolved	unresolved	.	unspliced	soft_or_hard_clipped	>10	0	61	0.0004905626995424095
rna	unresolved	unresolved	.	spliced_annot	contains_N	2	2	60	0.0004825206880745012
rna	gdna	gdna	unambig	unspliced	soft_or_hard_clipped	1	1	60	0.00011797113246388609
gdna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	2	2	59	0.00019901370158738725
rna	unresolved	unresolved	.	unspliced	all_M	>10	0	59	0.0004744786766065928
rna	unresolved	unresolved	.	spliced_annot	soft_or_hard_clipped	3-10	>=3	59	0.0004744786766065928
rna	rna	nrna	multimapper	spliced_unannot	contains_N	3-10	1	59	0.00011892475892540394
rna	gdna	gdna	multimapper	unspliced	other	2	2	59	0.00011600494692282132
gdna	unresolved	unresolved	.	spliced_unannot	all_M	3-10	0	59	0.00019901370158738725
gdna	rna	nrna	unambig	unspliced	other	1	>=3	58	4.356437725849374e-05
rna	gdna	gdna	multimapper	unspliced	all_M	2	2	58	0.00011403876138175655
gdna	rna	mrna	ambig_same_strand	spliced_unannot	soft_or_hard_clipped	1	>=3	58	5.460390982823304e-05
gdna	rna	mrna	ambig_same_strand	spliced_unannot	all_M	1	2	58	5.460390982823304e-05
gdna	rna	mrna	ambig_same_strand	spliced_implicit	soft_or_hard_clipped	1	1	58	5.460390982823304e-05
gdna	rna	nrna	multimapper	unspliced	other	3-10	2	57	4.281326730576109e-05
gdna	rna	mrna	unambig	spliced_annot	contains_N	1	>=3	57	5.366246310705661e-05
gdna	rna	mrna	ambig_opp_strand	spliced_implicit	all_M	1	>=3	57	5.366246310705661e-05
gdna	rna	mrna	ambig_same_strand	spliced_annot	soft_or_hard_clipped	1	>=3	57	5.366246310705661e-05
gdna	rna	mrna	multimapper	unspliced	soft_or_hard_clipped	3-10	0	57	5.366246310705661e-05
gdna	gdna	gdna	.	unknown	contains_N	3-10	1	56	3.603915061642715e-06
gdna	gdna	gdna	multimapper	unspliced	all_M	>10	>=3	55	3.539559435541952e-06
gdna	rna	mrna	multimapper	spliced_unannot	contains_N	3-10	>=3	55	5.177956966470375e-05
rna	rna	mrna	multimapper	spliced_unannot	all_M	2	1	55	4.276539387005509e-06
gdna	gdna	gdna	.	unknown	soft_or_hard_clipped	3-10	0	55	3.539559435541952e-06
gdna	rna	mrna	unambig	spliced_annot	contains_N	1	2	55	5.177956966470375e-05
rna	rna	mrna	ambig_opp_strand	spliced_unannot	contains_N	1	2	55	4.276539387005509e-06
gdna	rna	mrna	multimapper	spliced_unannot	all_M	2	>=3	55	5.177956966470375e-05
rna	rna	nrna	ambig_same_strand	spliced_implicit	soft_or_hard_clipped	1	>=3	55	0.00011086206340503758
gdna	rna	nrna	unambig	unspliced	soft_or_hard_clipped	1	1	55	4.131104740029579e-05
rna	rna	nrna	ambig_opp_strand	spliced_implicit	all_M	1	1	55	0.00011086206340503758
rna	unresolved	unresolved	.	unspliced	all_M	2	2	55	0.00044231063073495945
gdna	rna	nrna	ambig_same_strand	spliced_unannot	soft_or_hard_clipped	1	>=3	55	4.131104740029579e-05
rna	rna	nrna	multimapper	unspliced	soft_or_hard_clipped	>10	1	54	0.00010884638952494598
gdna	rna	mrna	ambig_same_strand	spliced_unannot	all_M	1	>=3	53	4.9896676222350886e-05
gdna	unresolved	unresolved	.	spliced_unannot	soft_or_hard_clipped	1	>=3	53	0.00017877502007002585
gdna	gdna	gdna	.	unknown	contains_N	3-10	0	53	3.4108481833404264e-06
rna	rna	nrna	multimapper	unspliced	soft_or_hard_clipped	2	2	53	0.00010683071564485439
rna	rna	nrna	ambig_opp_strand	spliced_implicit	soft_or_hard_clipped	1	0	53	0.00010683071564485439
gdna	rna	mrna	multimapper	spliced_annot	all_M	2	>=3	53	4.9896676222350886e-05
gdna	rna	nrna	ambig_opp_strand	spliced_unannot	contains_N	1	>=3	52	3.905771754209784e-05
gdna	rna	mrna	multimapper	spliced_annot	all_M	2	2	52	4.8955229501174454e-05
rna	gdna	gdna	multimapper	unspliced	all_M	3-10	2	52	0.00010224164813536794
gdna	rna	mrna	multimapper	spliced_unannot	all_M	2	2	51	4.801378277999802e-05
gdna	rna	nrna	multimapper	spliced_unannot	soft_or_hard_clipped	3-10	>=3	51	3.830660758936518e-05
gdna	unresolved	unresolved	.	spliced_unannot	all_M	1	1	51	0.00017202879289757202
gdna	rna	nrna	unambig	unspliced	other	1	1	51	3.830660758936518e-05
rna	unresolved	unresolved	.	spliced_unannot	contains_N	1	>=3	50	0.00040210057339541764
rna	rna	nrna	multimapper	unspliced	all_M	>10	1	50	0.00010078369400457961
rna	unresolved	unresolved	.	spliced_unannot	contains_N	1	2	50	0.00040210057339541764
gdna	unresolved	unresolved	.	spliced_unannot	contains_N	2	>=3	50	0.00016865567931134513
gdna	gdna	gdna	.	unknown	soft_or_hard_clipped	3-10	2	50	3.2177813050381383e-06
gdna	rna	mrna	multimapper	unspliced	soft_or_hard_clipped	2	2	50	4.707233605882159e-05
gdna	rna	nrna	multimapper	spliced_annot	all_M	3-10	1	49	3.6804387683899884e-05
rna	rna	nrna	ambig_same_strand	spliced_unannot	all_M	1	>=3	49	9.876802012448801e-05
rna	rna	mrna	multimapper	unspliced	soft_or_hard_clipped	2	2	47	3.6544972943501626e-06
gdna	unresolved	unresolved	.	unspliced	soft_or_hard_clipped	>10	2	47	0.00015853633855266442
gdna	gdna	gdna	.	unknown	soft_or_hard_clipped	3-10	1	47	3.0247144267358498e-06
gdna	rna	nrna	ambig_opp_strand	spliced_unannot	contains_N	1	1	47	3.530216777843458e-05
gdna	gdna	gdna	.	unknown	other	2	1	47	3.0247144267358498e-06
gdna	rna	nrna	ambig_opp_strand	spliced_implicit	soft_or_hard_clipped	1	1	47	3.530216777843458e-05
gdna	rna	nrna	ambig_same_strand	spliced_unannot	soft_or_hard_clipped	1	0	46	3.455105782570193e-05
gdna	rna	mrna	multimapper	unspliced	other	2	1	46	4.3306549174115866e-05
rna	rna	nrna	unambig	spliced_unannot	contains_N	1	0	46	9.272099848421325e-05
rna	unresolved	unresolved	.	unspliced	soft_or_hard_clipped	3-10	2	46	0.00036993252752378427
gdna	unresolved	unresolved	.	unspliced	other	2	2	46	0.00015516322496643753
gdna	rna	nrna	ambig_same_strand	spliced_implicit	other	1	2	46	3.455105782570193e-05
gdna	rna	mrna	ambig_opp_strand	spliced_implicit	all_M	1	2	46	4.3306549174115866e-05
rna	gdna	gdna	.	unknown	all_M	2	1	45	8.847834934791457e-05
rna	gdna	gdna	multimapper	unspliced	all_M	2	>=3	45	8.847834934791457e-05
rna	unresolved	unresolved	.	spliced_annot	soft_or_hard_clipped	2	>=3	45	0.0003618905160558759
gdna	gdna	gdna	multimapper	unspliced	soft_or_hard_clipped	>10	0	44	2.8316475484335617e-06
rna	rna	mrna	multimapper	unspliced	all_M	3-10	>=3	44	3.4212315096044078e-06
gdna	rna	nrna	multimapper	spliced_annot	soft_or_hard_clipped	2	>=3	44	3.304883792023663e-05
rna	rna	mrna	multimapper	unspliced	all_M	3-10	2	44	3.4212315096044078e-06
gdna	unresolved	unresolved	.	unspliced	other	3-10	>=3	44	0.0001484169977939837
gdna	rna	nrna	multimapper	unspliced	soft_or_hard_clipped	>10	1	43	3.229772796750398e-05
rna	rna	mrna	multimapper	spliced_annot	soft_or_hard_clipped	2	2	42	3.265720986440571e-06
gdna	gdna	gdna	.	unknown	contains_N	>10	0	42	2.702936296232036e-06
gdna	rna	nrna	unambig	unspliced	soft_or_hard_clipped	1	2	42	3.154661801477133e-05
gdna	unresolved	unresolved	.	spliced_unannot	contains_N	3-10	>=3	41	0.00013829765703530302
rna	gdna	gdna	unambig	unspliced	other	1	1	41	8.06136071836555e-05
gdna	rna	mrna	multimapper	unspliced	soft_or_hard_clipped	3-10	1	41	3.85993155682337e-05
rna	rna	nrna	ambig_opp_strand	spliced_unannot	soft_or_hard_clipped	1	0	41	8.264262908375527e-05
rna	rna	nrna	multimapper	spliced_unannot	contains_N	3-10	0	41	8.264262908375527e-05
gdna	rna	mrna	ambig_opp_strand	spliced_implicit	soft_or_hard_clipped	1	>=3	41	3.85993155682337e-05
gdna	rna	nrna	unambig	spliced_unannot	contains_N	1	>=3	41	3.079550806203868e-05
rna	rna	nrna	multimapper	spliced_annot	all_M	3-10	0	40	8.06269552036637e-05
gdna	rna	mrna	multimapper	unspliced	soft_or_hard_clipped	>10	0	40	3.765786884705727e-05
rna	gdna	gdna	.	unknown	other	2	2	40	7.864742164259072e-05
gdna	rna	nrna	multimapper	spliced_unannot	other	2	>=3	39	2.9293288156573376e-05
rna	gdna	gdna	multimapper	unspliced	soft_or_hard_clipped	3-10	1	39	7.668123610152595e-05
rna	unresolved	unresolved	.	spliced_annot	all_M	2	0	39	0.0003136384472484258
gdna	rna	mrna	unambig	spliced_annot	all_M	1	2	39	3.671642212588084e-05
gdna	rna	mrna	multimapper	unspliced	soft_or_hard_clipped	2	1	38	3.577497540470441e-05
gdna	rna	mrna	multimapper	spliced_annot	contains_N	2	>=3	38	3.577497540470441e-05
gdna	gdna	gdna	.	unknown	contains_N	1	2	38	2.445513791828985e-06
gdna	unresolved	unresolved	.	spliced_unannot	contains_N	1	2	38	0.0001281783162766223
gdna	rna	nrna	multimapper	spliced_annot	soft_or_hard_clipped	2	0	37	2.7791068251108075e-05
rna	gdna	gdna	multimapper	unspliced	other	2	1	36	7.078267947833165e-05
rna	rna	mrna	multimapper	unspliced	soft_or_hard_clipped	3-10	1	36	2.799189416949061e-06
gdna	unresolved	unresolved	.	spliced_unannot	all_M	1	>=3	36	0.0001214320891041685
rna	gdna	gdna	.	unknown	other	1	2	36	7.078267947833165e-05
gdna	gdna	gdna	multimapper	unspliced	soft_or_hard_clipped	>10	>=3	36	2.3168025396274596e-06
gdna	rna	mrna	multimapper	spliced_unannot	soft_or_hard_clipped	2	>=3	36	3.3892081962351545e-05
rna	gdna	gdna	.	unknown	contains_N	1	0	35	6.881649393726689e-05
rna	unresolved	unresolved	.	spliced_annot	soft_or_hard_clipped	3-10	1	35	0.00028147040137679234
rna	rna	nrna	multimapper	spliced_unannot	contains_N	3-10	>=3	35	7.054858580320572e-05
gdna	rna	nrna	ambig_same_strand	spliced_unannot	soft_or_hard_clipped	1	1	35	2.6288848345642774e-05
gdna	gdna	gdna	.	unknown	other	3-10	2	35	2.2524469135266966e-06
gdna	gdna	gdna	.	unknown	contains_N	>10	1	35	2.2524469135266966e-06
rna	rna	nrna	multimapper	spliced_unannot	all_M	>10	0	34	6.853291192311413e-05
rna	rna	nrna	ambig_same_strand	spliced_implicit	soft_or_hard_clipped	1	2	34	6.853291192311413e-05
rna	gdna	gdna	.	unknown	soft_or_hard_clipped	2	0	34	6.685030839620212e-05
rna	rna	mrna	ambig_same_strand	spliced_unannot	soft_or_hard_clipped	1	>=3	34	2.6436788937852243e-06
rna	rna	mrna	ambig_same_strand	spliced_unannot	soft_or_hard_clipped	1	2	34	2.6436788937852243e-06
rna	rna	mrna	multimapper	unspliced	soft_or_hard_clipped	>10	0	34	2.6436788937852243e-06
rna	rna	nrna	multimapper	spliced_unannot	contains_N	2	0	33	6.651723804302255e-05
gdna	rna	mrna	multimapper	spliced_unannot	contains_N	3-10	1	33	3.106774179882225e-05
rna	gdna	gdna	multimapper	unspliced	soft_or_hard_clipped	>10	0	32	6.291793731407258e-05
gdna	rna	nrna	multimapper	spliced_unannot	contains_N	>10	0	32	2.403551848744482e-05
rna	rna	mrna	multimapper	spliced_unannot	all_M	3-10	1	32	2.4881683706213876e-06
gdna	unresolved	unresolved	.	spliced_annot	contains_N	1	0	32	0.00010793963475926088
gdna	rna	mrna	multimapper	spliced_unannot	all_M	3-10	2	32	3.012629507764582e-05
gdna	rna	nrna	multimapper	spliced_unannot	other	3-10	>=3	31	2.328440853471217e-05
gdna	rna	nrna	ambig_opp_strand	spliced_unannot	all_M	1	1	31	2.328440853471217e-05
gdna	rna	mrna	ambig_opp_strand	spliced_implicit	soft_or_hard_clipped	1	1	31	2.9184848356469388e-05
rna	rna	mrna	multimapper	unspliced	soft_or_hard_clipped	3-10	>=3	31	2.410413109039469e-06
gdna	gdna	gdna	multimapper	unspliced	contains_N	2	0	31	1.9950244091236455e-06
rna	gdna	gdna	multimapper	unspliced	soft_or_hard_clipped	2	>=3	31	6.095175177300781e-05
rna	gdna	gdna	.	unknown	soft_or_hard_clipped	1	2	31	6.095175177300781e-05
rna	gdna	gdna	multimapper	unspliced	all_M	3-10	>=3	31	6.095175177300781e-05
gdna	rna	nrna	ambig_opp_strand	spliced_unannot	contains_N	1	2	31	2.328440853471217e-05
rna	rna	mrna	multimapper	spliced_unannot	contains_N	2	>=3	31	2.410413109039469e-06
rna	unresolved	unresolved	.	unspliced	soft_or_hard_clipped	2	2	31	0.00024930235550515897
rna	rna	nrna	multimapper	spliced_annot	all_M	2	2	30	6.047021640274777e-05
gdna	gdna	gdna	.	unknown	soft_or_hard_clipped	>10	>=3	30	1.930668783022883e-06
gdna	rna	mrna	ambig_opp_strand	spliced_unannot	contains_N	1	0	30	2.8243401635292956e-05
gdna	rna	nrna	multimapper	unspliced	soft_or_hard_clipped	>10	2	30	2.253329858197952e-05
rna	rna	nrna	multimapper	spliced_annot	soft_or_hard_clipped	2	0	30	6.047021640274777e-05
gdna	rna	nrna	unambig	spliced_unannot	all_M	1	0	30	2.253329858197952e-05
gdna	unresolved	unresolved	.	spliced_annot	all_M	1	0	30	0.00010119340758680708
rna	gdna	gdna	unambig	unspliced	soft_or_hard_clipped	1	>=3	30	5.8985566231943046e-05
gdna	rna	nrna	multimapper	spliced_annot	other	2	1	30	2.253329858197952e-05
gdna	rna	nrna	multimapper	unspliced	other	3-10	1	29	2.178218862924687e-05
rna	unresolved	unresolved	.	unspliced	other	1	1	29	0.00023321833256934225
rna	rna	nrna	unambig	spliced_unannot	contains_N	1	>=3	29	5.8454542522656173e-05
gdna	rna	mrna	ambig_opp_strand	spliced_unannot	all_M	1	0	29	2.730195491411652e-05
gdna	rna	mrna	multimapper	unspliced	soft_or_hard_clipped	>10	1	29	2.730195491411652e-05
rna	rna	nrna	multimapper	spliced_annot	contains_N	2	2	29	5.8454542522656173e-05
gdna	rna	mrna	multimapper	unspliced	soft_or_hard_clipped	3-10	2	29	2.730195491411652e-05
rna	rna	nrna	multimapper	spliced_annot	contains_N	3-10	0	28	5.643886864256458e-05
gdna	gdna	gdna	.	unknown	contains_N	3-10	2	28	1.8019575308213574e-06
rna	rna	mrna	ambig_same_strand	spliced_unannot	other	1	1	28	2.1771473242937138e-06
gdna	rna	mrna	ambig_same_strand	spliced_unannot	soft_or_hard_clipped	1	0	28	2.636050819294009e-05
gdna	rna	nrna	multimapper	spliced_unannot	soft_or_hard_clipped	2	1	28	2.103107867651422e-05
rna	rna	nrna	ambig_opp_strand	spliced_unannot	contains_N	1	2	28	5.643886864256458e-05
rna	rna	nrna	multimapper	spliced_unannot	contains_N	3-10	2	28	5.643886864256458e-05
