elapsed_sec,rss_mb
0.000,3959.7
0.000,3959.7
103.688,15388.1
103.872,15388.1
104.304,15388.1
104.492,15388.1
104.597,15388.1
105.080,15388.1
105.184,15388.1
105.289,16446.6
105.394,17401.3
105.497,17401.5
105.597,17401.6
105.700,17401.6
105.805,17401.6
105.908,17401.6
106.009,17401.6
106.114,17401.6
106.217,17401.6
106.322,17401.6
106.427,17401.6
106.532,17401.6
106.634,17401.6
106.739,17401.6
106.842,17401.6
106.947,17401.6
107.050,17401.6
107.156,17401.6
107.259,17401.8
107.558,17417.7
108.089,17513.0
108.194,17513.0
108.299,17513.0
108.411,17513.0
108.544,17513.0
108.658,17513.0
108.785,17513.0
108.893,17513.0
109.018,17513.0
109.127,17513.0
109.231,17513.0
109.336,17513.0
109.441,17513.0
109.567,17513.0
109.678,17513.0
109.799,17513.0
109.907,17513.0
110.028,17513.0
110.150,17513.0
110.259,17513.0
110.374,17513.0
110.502,17513.0
110.625,17513.0
110.749,17513.0
110.876,17513.0
110.997,17513.0
111.119,17513.0
111.227,17513.0
111.348,17513.0
111.457,17513.0
111.561,17513.0
111.681,17513.0
111.804,17513.0
111.931,17513.0
112.054,17513.0
112.163,17513.0
112.284,17513.0
112.410,17513.0
112.516,17513.0
112.622,17513.0
112.744,17513.0
112.854,17513.0
112.975,17513.0
113.086,17513.0
113.209,17513.0
113.332,17513.0
113.441,17513.0
113.559,17513.0
113.688,17513.0
113.806,17513.0
113.909,17513.0
114.021,17513.0
114.138,17513.0
114.248,17513.0
114.356,17513.0
114.474,17513.0
114.592,17513.0
114.702,17513.0
114.812,17513.0
114.930,17513.0
115.048,17513.0
115.165,17513.0
115.281,17513.0
115.398,17513.0
115.516,17513.0
115.623,17513.0
115.740,17513.0
115.850,17513.0
115.962,17513.0
116.078,17513.0
116.196,17513.0
116.314,17513.0
116.431,17513.0
116.549,17513.0
116.665,17513.0
116.783,17513.0
116.906,17513.0
117.023,17513.0
117.140,17513.0
117.251,17513.0
117.362,17513.0
