flowcell	true_source	fragments	mean_read_length	pred_rna	pred_gdna	pred_unresolved	pred_mrna	pred_nrna	pred_gdna_detail	pred_unresolved_detail	pred_rna_rate	pred_gdna_rate	pred_unresolved_rate
C6EL5ANXX	rna	13989924	124.6	13406465	459112	124347	12860850	545615	459112	124347	0.9582943409842684	0.03281733338937367	0.008888325626357942
H7MFFDSXY	gdna	18228677	149.4	2894671	15037544	296462	1085039	1809632	15037544	296462	0.15879764614842865	0.824938858700497	0.016263495151074323
