true_source	predicted_pool	count	row_rate
gdna	mrna	1085039	0.059523738338223886
gdna	nrna	1809632	0.09927390781020477
gdna	gdna	15037544	0.824938858700497
gdna	unresolved	296462	0.016263495151074323
rna	mrna	12860850	0.919293771717416
rna	nrna	545615	0.039000569266852345
rna	gdna	459112	0.03281733338937367
rna	unresolved	124347	0.008888325626357942
